grp,vcov,sdcor,Percent,Rmse,Heritability,R_squared,Env.DAP,Vegetation.Index,DAP,Year,Env
Replicate,1.38398222593665e-05,0.00372019115898181,0.92,0.0147052605188313,0.731,0.712778470279613,WIH2.2020.123,VARI,123,2020,WIH2.2020
Residual,0.000431986678349932,0.020784289219262,28.72,0.0147052605188313,0.731,0.712778470279613,WIH2.2020.123,VARI,123,2020,WIH2.2020
Pedigree,0.000155023871605997,0.0124508582678463,22.27,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI,123,2020,WIH2.2020
Pass,0.000168398520393804,0.012976845548661,24.19,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI,123,2020,WIH2.2020
Range,0.000167184727070561,0.0129299933128583,24.02,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI,123,2020,WIH2.2020
Replicate,0,0,0,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI,123,2020,WIH2.2020
Residual,0.000205483340450264,0.0143346901065305,29.52,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI,123,2020,WIH2.2020
Pedigree,0.000450564545576247,0.0212265057316612,41.74,0.0172148845952853,0.64,0.52947664891734,WIH2.2020.123,BI_new,123,2020,WIH2.2020
Pass,6.40031033899777e-05,0.00800019395952234,5.93,0.0172148845952853,0.64,0.52947664891734,WIH2.2020.123,BI_new,123,2020,WIH2.2020
Range,4.77315850577402e-05,0.00690880489359341,4.42,0.0172148845952853,0.64,0.52947664891734,WIH2.2020.123,BI_new,123,2020,WIH2.2020
Replicate,9.2415177868134e-06,0.00303998647806424,0.86,0.0172148845952853,0.64,0.52947664891734,WIH2.2020.123,BI_new,123,2020,WIH2.2020
Residual,0.000507903928099941,0.0225367239877481,47.05,0.0172148845952853,0.64,0.52947664891734,WIH2.2020.123,BI_new,123,2020,WIH2.2020
Pedigree,0.000159324558146793,0.0126223832197724,35.31,0.00838772521656043,0.705,0.7046270667851,WIH2.2020.123,GLI_new,123,2020,WIH2.2020
Pass,1.35351690529641e-05,0.00367901740318854,3,0.00838772521656043,0.705,0.7046270667851,WIH2.2020.123,GLI_new,123,2020,WIH2.2020
Range,0.000145068504594837,0.0120444387413792,32.15,0.00838772521656043,0.705,0.7046270667851,WIH2.2020.123,GLI_new,123,2020,WIH2.2020
Replicate,0,0,0,0.00838772521656043,0.705,0.7046270667851,WIH2.2020.123,GLI_new,123,2020,WIH2.2020
Residual,0.000133272476752069,0.0115443699157671,29.54,0.00838772521656043,0.705,0.7046270667851,WIH2.2020.123,GLI_new,123,2020,WIH2.2020
Pedigree,0.000277811626953347,0.0166676821109999,38.8,0.0102229589686938,0.728,0.710563353705976,WIH2.2020.123,NGRDI_new,123,2020,WIH2.2020
Pass,4.73199035893629e-05,0.00687894640111136,6.61,0.0102229589686938,0.728,0.710563353705976,WIH2.2020.123,NGRDI_new,123,2020,WIH2.2020
Range,0.000178257769549552,0.0133513208915655,24.89,0.0102229589686938,0.728,0.710563353705976,WIH2.2020.123,NGRDI_new,123,2020,WIH2.2020
Replicate,5.41224289975875e-06,0.00232642276892201,0.76,0.0102229589686938,0.728,0.710563353705976,WIH2.2020.123,NGRDI_new,123,2020,WIH2.2020
Residual,0.000207252191468591,0.014396256161537,28.94,0.0102229589686938,0.728,0.710563353705976,WIH2.2020.123,NGRDI_new,123,2020,WIH2.2020
Pedigree,0.000155023871605997,0.0124508582678463,22.27,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI_new,123,2020,WIH2.2020
Pass,0.000168398520393804,0.012976845548661,24.19,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI_new,123,2020,WIH2.2020
Range,0.000167184727070561,0.0129299933128583,24.02,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI_new,123,2020,WIH2.2020
Replicate,0,0,0,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI_new,123,2020,WIH2.2020
Residual,0.000205483340450264,0.0143346901065305,29.52,0.0111437704292649,0.601,0.704803682280355,WIH2.2020.123,BGI_new,123,2020,WIH2.2020
Pedigree,1.1993949469838e-05,0.00346322818622135,19.92,0.00336823708818241,0.57,0.699680189677753,WIH2.2020.123,BCC,123,2020,WIH2.2020
Pass,2.32404209029436e-05,0.00482083197207117,38.6,0.00336823708818241,0.57,0.699680189677753,WIH2.2020.123,BCC,123,2020,WIH2.2020
Range,6.88935960908056e-06,0.00262475896209167,11.44,0.00336823708818241,0.57,0.699680189677753,WIH2.2020.123,BCC,123,2020,WIH2.2020
Replicate,0,0,0,0.00336823708818241,0.57,0.699680189677753,WIH2.2020.123,BCC,123,2020,WIH2.2020
Residual,1.80805327703287e-05,0.00425212097315313,30.03,0.00336823708818241,0.57,0.699680189677753,WIH2.2020.123,BCC,123,2020,WIH2.2020
Pedigree,2.98225179563039e-05,0.00546099972132429,42.67,0.00373831945009478,0.695,0.625174646010476,WIH2.2020.123,CIVE,123,2020,WIH2.2020
Pass,8.36079478820246e-06,0.00289150389731753,11.96,0.00373831945009478,0.695,0.625174646010476,WIH2.2020.123,CIVE,123,2020,WIH2.2020
Range,5.51031368698316e-06,0.002347405735484,7.88,0.00373831945009478,0.695,0.625174646010476,WIH2.2020.123,CIVE,123,2020,WIH2.2020
Replicate,2.1106485374674e-14,1.45280712328492e-07,0,0.00373831945009478,0.695,0.625174646010476,WIH2.2020.123,CIVE,123,2020,WIH2.2020
Residual,2.61966461798995e-05,0.00511826593485523,37.48,0.00373831945009478,0.695,0.625174646010476,WIH2.2020.123,CIVE,123,2020,WIH2.2020
Pedigree,0.00437831899043894,0.0661688672295283,39.34,0.0388974138817229,0.738,0.720004200013178,WIH2.2020.123,COM1,123,2020,WIH2.2020
Pass,0.000610492523357791,0.0247081469025459,5.49,0.0388974138817229,0.738,0.720004200013178,WIH2.2020.123,COM1,123,2020,WIH2.2020
Range,0.00302415156590352,0.0549922864218566,27.17,0.0388974138817229,0.738,0.720004200013178,WIH2.2020.123,COM1,123,2020,WIH2.2020
Replicate,0,0,0,0.0388974138817229,0.738,0.720004200013178,WIH2.2020.123,COM1,123,2020,WIH2.2020
Residual,0.00311608738910756,0.0558219257022504,28,0.0388974138817229,0.738,0.720004200013178,WIH2.2020.123,COM1,123,2020,WIH2.2020
Pedigree,8.13462341463265e-05,0.00901921471893903,36.87,0.00579398392758257,0.712,0.701141505808856,WIH2.2020.123,COM2,123,2020,WIH2.2020
Pass,1.21117580192009e-05,0.00348019511223163,5.49,0.00579398392758257,0.712,0.701141505808856,WIH2.2020.123,COM2,123,2020,WIH2.2020
Range,6.12390085636661e-05,0.00782553567263393,27.76,0.00579398392758257,0.712,0.701141505808856,WIH2.2020.123,COM2,123,2020,WIH2.2020
Replicate,2.27276502771869e-14,1.50756924475087e-07,0,0.00579398392758257,0.712,0.701141505808856,WIH2.2020.123,COM2,123,2020,WIH2.2020
Residual,6.59389186313687e-05,0.00812027823608087,29.89,0.00579398392758257,0.712,0.701141505808856,WIH2.2020.123,COM2,123,2020,WIH2.2020
Pedigree,0.000200259170603012,0.0141512957217003,42.33,0.00997443422225501,0.686,0.611728078710094,WIH2.2020.123,ExG,123,2020,WIH2.2020
Pass,5.80785235158984e-05,0.00762092668354042,12.28,0.00997443422225501,0.686,0.611728078710094,WIH2.2020.123,ExG,123,2020,WIH2.2020
Range,3.1068067954044e-05,0.00557387369376486,6.57,0.00997443422225501,0.686,0.611728078710094,WIH2.2020.123,ExG,123,2020,WIH2.2020
Replicate,0,0,0,0.00997443422225501,0.686,0.611728078710094,WIH2.2020.123,ExG,123,2020,WIH2.2020
Residual,0.000183689673865188,0.0135532163660582,38.83,0.00997443422225501,0.686,0.611728078710094,WIH2.2020.123,ExG,123,2020,WIH2.2020
Pedigree,0.000385168534110123,0.0196257110472493,34.37,0.0134461532731249,0.696,0.699030342684541,WIH2.2020.123,ExG2,123,2020,WIH2.2020
Pass,3.3832921661235e-05,0.00581660740133242,3.02,0.0134461532731249,0.696,0.699030342684541,WIH2.2020.123,ExG2,123,2020,WIH2.2020
Range,0.000364283143557369,0.0190862029633285,32.51,0.0134461532731249,0.696,0.699030342684541,WIH2.2020.123,ExG2,123,2020,WIH2.2020
Replicate,0,0,0,0.0134461532731249,0.696,0.699030342684541,WIH2.2020.123,ExG2,123,2020,WIH2.2020
Residual,0.00033724558584266,0.0183642474891475,30.1,0.0134461532731249,0.696,0.699030342684541,WIH2.2020.123,ExG2,123,2020,WIH2.2020
Pedigree,0.000294402088989872,0.0171581493462982,46.27,0.00874940587862598,0.779,0.736782467905651,WIH2.2020.123,ExGR,123,2020,WIH2.2020
Pass,5.39201523824902e-05,0.00734303427627096,8.47,0.00874940587862598,0.779,0.736782467905651,WIH2.2020.123,ExGR,123,2020,WIH2.2020
Range,0.000120457011538638,0.0109752909546234,18.93,0.00874940587862598,0.779,0.736782467905651,WIH2.2020.123,ExGR,123,2020,WIH2.2020
Replicate,2.87100328645813e-14,1.69440351937138e-07,0,0.00874940587862598,0.779,0.736782467905651,WIH2.2020.123,ExGR,123,2020,WIH2.2020
Residual,0.000167472657712078,0.0129411227376947,26.32,0.00874940587862598,0.779,0.736782467905651,WIH2.2020.123,ExGR,123,2020,WIH2.2020
Pedigree,0.00010408931497614,0.0102024171143969,43.53,0.00624078975008826,0.729,0.676870837154818,WIH2.2020.123,EXR,123,2020,WIH2.2020
Pass,1.61305147267272e-05,0.00401628120613177,6.75,0.00624078975008826,0.729,0.676870837154818,WIH2.2020.123,EXR,123,2020,WIH2.2020
Range,3.90004937159373e-05,0.00624503752718407,16.31,0.00624078975008826,0.729,0.676870837154818,WIH2.2020.123,EXR,123,2020,WIH2.2020
Replicate,2.63526669356145e-06,0.00162335045309429,1.1,0.00624078975008826,0.729,0.676870837154818,WIH2.2020.123,EXR,123,2020,WIH2.2020
Residual,7.72677126328303e-05,0.00879020549434598,32.31,0.00624078975008826,0.729,0.676870837154818,WIH2.2020.123,EXR,123,2020,WIH2.2020
Pedigree,9.24535484750693e-05,0.00961527682779177,39.13,0.00733865607506884,0.66,0.59611215412865,WIH2.2020.123,GminusB,123,2020,WIH2.2020
Pass,4.14040761153403e-05,0.00643459991882481,17.52,0.00733865607506884,0.66,0.59611215412865,WIH2.2020.123,GminusB,123,2020,WIH2.2020
Range,5.9465392294002e-06,0.00243855269153656,2.52,0.00733865607506884,0.66,0.59611215412865,WIH2.2020.123,GminusB,123,2020,WIH2.2020
Replicate,1.0360412796903e-06,0.00101786112986512,0.44,0.00733865607506884,0.66,0.59611215412865,WIH2.2020.123,GminusB,123,2020,WIH2.2020
Residual,9.54244040416595e-05,0.00976854155141183,40.39,0.00733865607506884,0.66,0.59611215412865,WIH2.2020.123,GminusB,123,2020,WIH2.2020
Pedigree,3.9638934585049e-05,0.00629594588485709,45.23,0.00343608940047173,0.761,0.715354436888839,WIH2.2020.123,GminusR,123,2020,WIH2.2020
Pass,1.13993006956958e-05,0.0033762850436087,13.01,0.00343608940047173,0.761,0.715354436888839,WIH2.2020.123,GminusR,123,2020,WIH2.2020
Range,1.16487300383555e-05,0.00341302359182521,13.29,0.00343608940047173,0.761,0.715354436888839,WIH2.2020.123,GminusR,123,2020,WIH2.2020
Replicate,0,0,0,0.00343608940047173,0.761,0.715354436888839,WIH2.2020.123,GminusR,123,2020,WIH2.2020
Residual,2.49436721474587e-05,0.00499436403833948,28.46,0.00343608940047173,0.761,0.715354436888839,WIH2.2020.123,GminusR,123,2020,WIH2.2020
Pedigree,0.00251980868471645,0.0501976960100407,20.75,0.0564623022124834,0.511,0.603121585737486,WIH2.2020.123,GdivB,123,2020,WIH2.2020
Pass,0.00201243318377062,0.044860151401557,16.58,0.0564623022124834,0.511,0.603121585737486,WIH2.2020.123,GdivB,123,2020,WIH2.2020
Range,0.00279033458197535,0.0528236176532368,22.98,0.0564623022124834,0.511,0.603121585737486,WIH2.2020.123,GdivB,123,2020,WIH2.2020
Replicate,0,0,0,0.0564623022124834,0.511,0.603121585737486,WIH2.2020.123,GdivB,123,2020,WIH2.2020
Residual,0.00481855167962849,0.0694157884031327,39.69,0.0564623022124834,0.511,0.603121585737486,WIH2.2020.123,GdivB,123,2020,WIH2.2020
Pedigree,0.00230206236369958,0.0479798120431873,34.24,0.0339655700207214,0.684,0.68320046274834,WIH2.2020.123,GdivR,123,2020,WIH2.2020
Pass,0.000482046309486838,0.0219555530444313,7.17,0.0339655700207214,0.684,0.68320046274834,WIH2.2020.123,GdivR,123,2020,WIH2.2020
Range,0.00174626023606004,0.0417882786922366,25.97,0.0339655700207214,0.684,0.68320046274834,WIH2.2020.123,GdivR,123,2020,WIH2.2020
Replicate,6.34907730804048e-05,0.00796810975579558,0.94,0.0339655700207214,0.684,0.68320046274834,WIH2.2020.123,GdivR,123,2020,WIH2.2020
Residual,0.00213016925618841,0.0461537566855442,31.68,0.0339655700207214,0.684,0.68320046274834,WIH2.2020.123,GdivR,123,2020,WIH2.2020
Pedigree,4.27965039075503e-05,0.0065419036913998,34.37,0.00448205110478125,0.696,0.699030339190057,WIH2.2020.123,GCC,123,2020,WIH2.2020
Pass,3.7592132841414e-06,0.0019388690734914,3.02,0.00448205110478125,0.696,0.699030339190057,WIH2.2020.123,GCC,123,2020,WIH2.2020
Range,4.04759039616818e-05,0.00636206758543807,32.51,0.00448205110478125,0.696,0.699030339190057,WIH2.2020.123,GCC,123,2020,WIH2.2020
Replicate,0,0,0,0.00448205110478125,0.696,0.699030339190057,WIH2.2020.123,GCC,123,2020,WIH2.2020
Residual,3.74717319546105e-05,0.00612141584558757,30.1,0.00448205110478125,0.696,0.699030339190057,WIH2.2020.123,GCC,123,2020,WIH2.2020
Pedigree,7.74499920361736e-05,0.00880056771101579,43.61,0.00601159316408655,0.696,0.61839647999579,WIH2.2020.123,MExG,123,2020,WIH2.2020
Pass,1.94398930725301e-05,0.00440906941117172,10.95,0.00601159316408655,0.696,0.61839647999579,WIH2.2020.123,MExG,123,2020,WIH2.2020
Range,1.29347370016917e-05,0.00359648953866012,7.28,0.00601159316408655,0.696,0.61839647999579,WIH2.2020.123,MExG,123,2020,WIH2.2020
Replicate,0,0,0,0.00601159316408655,0.696,0.61839647999579,WIH2.2020.123,MExG,123,2020,WIH2.2020
Residual,6.77711852123485e-05,0.00823232562599102,38.16,0.00601159316408655,0.696,0.61839647999579,WIH2.2020.123,MExG,123,2020,WIH2.2020
Pedigree,0.000951293609008593,0.0308430479850581,40.43,0.0180866538772509,0.741,0.71782511139359,WIH2.2020.123,MGVRI,123,2020,WIH2.2020
Pass,0.000150921112528609,0.0122849954224089,6.41,0.0180866538772509,0.741,0.71782511139359,WIH2.2020.123,MGVRI,123,2020,WIH2.2020
Range,0.000571066803381213,0.0238970040670627,24.27,0.0180866538772509,0.741,0.71782511139359,WIH2.2020.123,MGVRI,123,2020,WIH2.2020
Replicate,1.57590612018089e-05,0.00396976840657096,0.67,0.0180866538772509,0.741,0.71782511139359,WIH2.2020.123,MGVRI,123,2020,WIH2.2020
Residual,0.000663956765617876,0.0257673585300837,28.22,0.0180866538772509,0.741,0.71782511139359,WIH2.2020.123,MGVRI,123,2020,WIH2.2020
Pedigree,4.55167609884445,2.13346574822387,38.8,1.30853708470447,0.728,0.710565351598648,WIH2.2020.123,NDI,123,2020,WIH2.2020
Pass,0.775275186679623,0.880497124742394,6.61,1.30853708470447,0.728,0.710565351598648,WIH2.2020.123,NDI,123,2020,WIH2.2020
Range,2.92066190184359,1.70899441246705,24.9,1.30853708470447,0.728,0.710565351598648,WIH2.2020.123,NDI,123,2020,WIH2.2020
Replicate,0.0886546947036812,0.297749382373299,0.76,1.30853708470447,0.728,0.710565351598648,WIH2.2020.123,NDI,123,2020,WIH2.2020
Residual,3.39561274413172,1.8427188456549,28.94,1.30853708470447,0.728,0.710565351598648,WIH2.2020.123,NDI,123,2020,WIH2.2020
Pedigree,0.000202436838019979,0.0142280300119159,28.91,0.0106369313595726,0.665,0.70925567295307,WIH2.2020.123,NDRBI,123,2020,WIH2.2020
Pass,0.000257295969770873,0.0160404479292466,36.75,0.0106369313595726,0.665,0.70925567295307,WIH2.2020.123,NDRBI,123,2020,WIH2.2020
Range,3.22897270061326e-05,0.00568240503714163,4.61,0.0106369313595726,0.665,0.70925567295307,WIH2.2020.123,NDRBI,123,2020,WIH2.2020
Replicate,4.56212465263092e-06,0.0021359130723489,0.65,0.0106369313595726,0.665,0.70925567295307,WIH2.2020.123,NDRBI,123,2020,WIH2.2020
Residual,0.00020356435364467,0.0142675980334697,29.07,0.0106369313595726,0.665,0.70925567295307,WIH2.2020.123,NDRBI,123,2020,WIH2.2020
Pedigree,0.000105052020500903,0.0102494887921741,21.83,0.00962336911195186,0.584,0.688474840736677,WIH2.2020.123,NGBDI,123,2020,WIH2.2020
Pass,0.000106854791646694,0.0103370591391698,22.21,0.00962336911195186,0.584,0.688474840736677,WIH2.2020.123,NGBDI,123,2020,WIH2.2020
Range,0.000119346377681729,0.0109245767735747,24.8,0.00962336911195186,0.584,0.688474840736677,WIH2.2020.123,NGBDI,123,2020,WIH2.2020
Replicate,0,0,0,0.00962336911195186,0.584,0.688474840736677,WIH2.2020.123,NGBDI,123,2020,WIH2.2020
Residual,0.000149887398365416,0.0122428509084043,31.15,0.00962336911195186,0.584,0.688474840736677,WIH2.2020.123,NGBDI,123,2020,WIH2.2020
Pedigree,6.28313914859913e-05,0.00792662547910467,35.75,0.00560538368483471,0.684,0.670218024152074,WIH2.2020.123,RminusB,123,2020,WIH2.2020
Pass,4.71464344901719e-05,0.00686632612757156,26.83,0.00560538368483471,0.684,0.670218024152074,WIH2.2020.123,RminusB,123,2020,WIH2.2020
Range,4.94564306120813e-06,0.0022238801813965,2.81,0.00560538368483471,0.684,0.670218024152074,WIH2.2020.123,RminusB,123,2020,WIH2.2020
Replicate,2.86679476830903e-06,0.00169316117611674,1.63,0.00560538368483471,0.684,0.670218024152074,WIH2.2020.123,RminusB,123,2020,WIH2.2020
Residual,5.79589096885757e-05,0.00761307491678466,32.98,0.00560538368483471,0.684,0.670218024152074,WIH2.2020.123,RminusB,123,2020,WIH2.2020
Pedigree,0.00242554616794631,0.0492498341920692,32.55,0.0346497550391807,0.682,0.697034617307591,WIH2.2020.123,RdivB,123,2020,WIH2.2020
Pass,0.0024222701958902,0.0492165642430494,32.5,0.0346497550391807,0.682,0.697034617307591,WIH2.2020.123,RdivB,123,2020,WIH2.2020
Range,0.000338813717612505,0.0184068932091351,4.55,0.0346497550391807,0.682,0.697034617307591,WIH2.2020.123,RdivB,123,2020,WIH2.2020
Replicate,7.7597109308081e-06,0.00278562577005744,0.1,0.0346497550391807,0.682,0.697034617307591,WIH2.2020.123,RdivB,123,2020,WIH2.2020
Residual,0.00225773620452403,0.0475156416827557,30.3,0.0346497550391807,0.682,0.697034617307591,WIH2.2020.123,RdivB,123,2020,WIH2.2020
Pedigree,4.60587735145094e-05,0.00678666144098182,37.77,0.004157817681648,0.728,0.71772019368931,WIH2.2020.123,RCC,123,2020,WIH2.2020
Pass,2.0110133087644e-05,0.00448443230383111,16.49,0.004157817681648,0.728,0.71772019368931,WIH2.2020.123,RCC,123,2020,WIH2.2020
Range,1.98644307792918e-05,0.00445695308246473,16.29,0.004157817681648,0.728,0.71772019368931,WIH2.2020.123,RCC,123,2020,WIH2.2020
Replicate,1.47994699238955e-06,0.00121653071987088,1.21,0.004157817681648,0.728,0.71772019368931,WIH2.2020.123,RCC,123,2020,WIH2.2020
Residual,3.44190301176786e-05,0.00586677339921005,28.23,0.004157817681648,0.728,0.71772019368931,WIH2.2020.123,RCC,123,2020,WIH2.2020
Pedigree,2.97944423405442e-05,0.00545842855962632,45.51,0.00374154926944889,0.695,0.600728034370748,WIH2.2020.123,MRCC,123,2020,WIH2.2020
Pass,5.73491628581668e-06,0.00239476852447511,8.76,0.00374154926944889,0.695,0.600728034370748,WIH2.2020.123,MRCC,123,2020,WIH2.2020
Range,2.9100585898095e-06,0.00170588938381405,4.45,0.00374154926944889,0.695,0.600728034370748,WIH2.2020.123,MRCC,123,2020,WIH2.2020
Replicate,8.85047273459623e-07,0.000940769511336131,1.35,0.00374154926944889,0.695,0.600728034370748,WIH2.2020.123,MRCC,123,2020,WIH2.2020
Residual,2.61368794791456e-05,0.00511242403162586,39.93,0.00374154926944889,0.695,0.600728034370748,WIH2.2020.123,MRCC,123,2020,WIH2.2020
Pedigree,0.000410984929291826,0.0202727632376996,34.71,0.0134005507059794,0.706,0.711173951472282,WIH2.2020.123,RGBVI,123,2020,WIH2.2020
Pass,5.2001811788913e-05,0.00721122817479194,4.39,0.0134005507059794,0.706,0.711173951472282,WIH2.2020.123,RGBVI,123,2020,WIH2.2020
Range,0.000379140635407934,0.0194715339767552,32.02,0.0134005507059794,0.706,0.711173951472282,WIH2.2020.123,RGBVI,123,2020,WIH2.2020
Replicate,0,0,0,0.0134005507059794,0.706,0.711173951472282,WIH2.2020.123,RGBVI,123,2020,WIH2.2020
Residual,0.000342009605392186,0.0184935017071453,28.88,0.0134005507059794,0.706,0.711173951472282,WIH2.2020.123,RGBVI,123,2020,WIH2.2020
Pedigree,0.000721363839311249,0.0268582173517017,41.47,0.0220006469698264,0.636,0.525266943043061,WIH2.2020.123,TGI,123,2020,WIH2.2020
Pass,0.000116108243305552,0.0107753535118599,6.68,0.0220006469698264,0.636,0.525266943043061,WIH2.2020.123,TGI,123,2020,WIH2.2020
Range,6.67121273939319e-05,0.00816774922447622,3.84,0.0220006469698264,0.636,0.525266943043061,WIH2.2020.123,TGI,123,2020,WIH2.2020
Replicate,9.49030891112472e-06,0.0030806344981391,0.55,0.0220006469698264,0.636,0.525266943043061,WIH2.2020.123,TGI,123,2020,WIH2.2020
Residual,0.000825773453243707,0.0287362741712232,47.47,0.0220006469698264,0.636,0.525266943043061,WIH2.2020.123,TGI,123,2020,WIH2.2020
Pedigree,0.00203278869671605,0.0450864580191886,34.77,0.031267864070949,0.688,0.685262396962783,WIH2.2020.123,VEG,123,2020,WIH2.2020
Pass,0.000222789914736048,0.0149261486906719,3.81,0.031267864070949,0.688,0.685262396962783,WIH2.2020.123,VEG,123,2020,WIH2.2020
Range,0.00174943980376359,0.0418263051650943,29.92,0.031267864070949,0.688,0.685262396962783,WIH2.2020.123,VEG,123,2020,WIH2.2020
Replicate,1.60238382304531e-06,0.00126585300214729,0.03,0.031267864070949,0.688,0.685262396962783,WIH2.2020.123,VEG,123,2020,WIH2.2020
Residual,0.00184022096084312,0.0428977966898432,31.47,0.031267864070949,0.688,0.685262396962783,WIH2.2020.123,VEG,123,2020,WIH2.2020
Pedigree,0.000491560640451828,0.0221711668716788,33.79,0.0141893183553039,0.715,0.730432996627219,WIH2.2020.123,NRMBI,123,2020,WIH2.2020
Pass,0.000448934698284091,0.0211880791551309,30.86,0.0141893183553039,0.715,0.730432996627219,WIH2.2020.123,NRMBI,123,2020,WIH2.2020
Range,0.000106478655708108,0.0103188495341345,7.32,0.0141893183553039,0.715,0.730432996627219,WIH2.2020.123,NRMBI,123,2020,WIH2.2020
Replicate,1.56860744730524e-05,0.00396056491842419,1.08,0.0141893183553039,0.715,0.730432996627219,WIH2.2020.123,NRMBI,123,2020,WIH2.2020
Residual,0.000392175725500644,0.0198034271150386,26.96,0.0141893183553039,0.715,0.730432996627219,WIH2.2020.123,NRMBI,123,2020,WIH2.2020
Pedigree,0.000409323758131184,0.0202317512373789,36.82,0.0131340009273268,0.711,0.700602479866308,WIH2.2020.123,MSRGR,123,2020,WIH2.2020
Pass,7.69914957303395e-05,0.0087744797982752,6.93,0.0131340009273268,0.711,0.700602479866308,WIH2.2020.123,MSRGR,123,2020,WIH2.2020
Range,0.000283745899017981,0.016844758799638,25.53,0.0131340009273268,0.711,0.700602479866308,WIH2.2020.123,MSRGR,123,2020,WIH2.2020
Replicate,8.73929138226288e-06,0.00295622925062704,0.79,0.0131340009273268,0.711,0.700602479866308,WIH2.2020.123,MSRGR,123,2020,WIH2.2020
Residual,0.000332814867762793,0.0182432142936159,29.94,0.0131340009273268,0.711,0.700602479866308,WIH2.2020.123,MSRGR,123,2020,WIH2.2020
Pedigree,0.000110021999941017,0.0104891372353029,39.85,0.00625344836670013,0.737,0.714998786873109,WIH2.2020.123,TNDGR,123,2020,WIH2.2020
Pass,1.79818789316397e-05,0.00424050456097381,6.51,0.00625344836670013,0.737,0.714998786873109,WIH2.2020.123,TNDGR,123,2020,WIH2.2020
Range,6.74620242998808e-05,0.00821352690991397,24.43,0.00625344836670013,0.737,0.714998786873109,WIH2.2020.123,TNDGR,123,2020,WIH2.2020
Replicate,1.96208672337951e-06,0.00140074506009463,0.71,0.00625344836670013,0.737,0.714998786873109,WIH2.2020.123,TNDGR,123,2020,WIH2.2020
Residual,7.86955413891154e-05,0.00887105074887498,28.5,0.00625344836670013,0.737,0.714998786873109,WIH2.2020.123,TNDGR,123,2020,WIH2.2020
Pedigree,39.1504822771288,6.25703462329631,44.92,4.15146975621583,0.705,0.624328427825848,WIH2.2020.129,BI,129,2020,WIH2.2020
Pass,6.26827608717929,2.50365254921271,7.19,4.15146975621583,0.705,0.624328427825848,WIH2.2020.129,BI,129,2020,WIH2.2020
Range,7.23909183174968,2.69055604508616,8.31,4.15146975621583,0.705,0.624328427825848,WIH2.2020.129,BI,129,2020,WIH2.2020
Replicate,1.76032862734764,1.32677376645291,2.02,4.15146975621583,0.705,0.624328427825848,WIH2.2020.129,BI,129,2020,WIH2.2020
Residual,32.7445650114549,5.7222866942731,37.57,4.15146975621583,0.705,0.624328427825848,WIH2.2020.129,BI,129,2020,WIH2.2020
Pedigree,0.000110170297422442,0.0104962039529747,36.84,0.00708470530779376,0.699,0.682484287940849,WIH2.2020.129,GLI,129,2020,WIH2.2020
Pass,3.32814944278548e-05,0.00576901156419839,11.13,0.00708470530779376,0.699,0.682484287940849,WIH2.2020.129,GLI,129,2020,WIH2.2020
Range,6.06391518146471e-05,0.00778711447293843,20.28,0.00708470530779376,0.699,0.682484287940849,WIH2.2020.129,GLI,129,2020,WIH2.2020
Replicate,0,0,0,0.00708470530779376,0.699,0.682484287940849,WIH2.2020.129,GLI,129,2020,WIH2.2020
Residual,9.49502903548385e-05,0.00974424396014583,31.75,0.00708470530779376,0.699,0.682484287940849,WIH2.2020.129,GLI,129,2020,WIH2.2020
Pedigree,0.000152803416372758,0.0123613679005504,41.24,0.00721458893172024,0.743,0.714451829267361,WIH2.2020.129,NGRDI,129,2020,WIH2.2020
Pass,2.01623597185579e-05,0.00449025163198656,5.44,0.00721458893172024,0.743,0.714451829267361,WIH2.2020.129,NGRDI,129,2020,WIH2.2020
Range,9.17422803878708e-05,0.00957821906138457,24.76,0.00721458893172024,0.743,0.714451829267361,WIH2.2020.129,NGRDI,129,2020,WIH2.2020
Replicate,0,0,0,0.00721458893172024,0.743,0.714451829267361,WIH2.2020.129,NGRDI,129,2020,WIH2.2020
Residual,0.000105797057561369,0.0102857696630524,28.55,0.00721458893172024,0.743,0.714451829267361,WIH2.2020.129,NGRDI,129,2020,WIH2.2020
Pedigree,0.00035546986360243,0.0188539084436737,40.21,0.0111729582022235,0.735,0.71054752018893,WIH2.2020.129,VARI,129,2020,WIH2.2020
Pass,4.49899083233493e-05,0.00670745170115665,5.09,0.0111729582022235,0.735,0.71054752018893,WIH2.2020.129,VARI,129,2020,WIH2.2020
Range,0.000227671702480985,0.0150887939372564,25.75,0.0111729582022235,0.735,0.71054752018893,WIH2.2020.129,VARI,129,2020,WIH2.2020
Replicate,2.93999336565598e-12,1.71464088533313e-06,0,0.0111729582022235,0.735,0.71054752018893,WIH2.2020.129,VARI,129,2020,WIH2.2020
