"Domain","Vegetation.Index","FPC","FPC_ID","N","N_complete","Cor","Status"
"AGDD","GminusB","FPC5","FPC5_GminusB",10109,10109,-0.104394061135409,"ok"
"AGDD","GminusB","FPC6","FPC6_GminusB",10109,10109,-0.1557038048289,"ok"
"AGDD","GminusB","FPC7","FPC7_GminusB",10109,10109,-0.202442210016268,"ok"
"AGDD","GminusR","FPC1","FPC1_GminusR",10109,10109,-0.196974868138191,"ok"
"AGDD","GminusR","FPC2","FPC2_GminusR",10109,10109,-0.194155249763153,"ok"
"AGDD","GminusR","FPC3","FPC3_GminusR",10109,10109,-0.210459159074785,"ok"
"AGDD","GminusR","FPC4","FPC4_GminusR",10109,10109,0.169404314694068,"ok"
"AGDD","GminusR","FPC5","FPC5_GminusR",10109,10109,0.233681892305866,"ok"
"AGDD","GminusR","FPC6","FPC6_GminusR",10109,10109,-0.221649212626131,"ok"
"AGDD","GminusR","FPC7","FPC7_GminusR",10109,10109,0.285809271918075,"ok"
"AGDD","MExG","FPC1","FPC1_MExG",10109,10109,-0.509064743872973,"ok"
"AGDD","MExG","FPC2","FPC2_MExG",10109,10109,-0.384480367911251,"ok"
"AGDD","MExG","FPC3","FPC3_MExG",10109,10109,-0.434793090585654,"ok"
"AGDD","MExG","FPC4","FPC4_MExG",10109,10109,-0.315634892001318,"ok"
"AGDD","MExG","FPC5","FPC5_MExG",10109,10109,0.175897807336326,"ok"
"AGDD","MExG","FPC6","FPC6_MExG",10109,10109,0.0682895699869317,"ok"
"AGDD","MExG","FPC7","FPC7_MExG",10109,10109,-0.0723789714075856,"ok"
"AGDD","MGVRI","FPC1","FPC1_MGVRI",10109,10109,-0.161581876510572,"ok"
"AGDD","MGVRI","FPC2","FPC2_MGVRI",10109,10109,0.524291490023426,"ok"
"AGDD","MGVRI","FPC3","FPC3_MGVRI",10109,10109,0.602478962197733,"ok"
"AGDD","MGVRI","FPC4","FPC4_MGVRI",10109,10109,0.146386959762894,"ok"
"AGDD","MGVRI","FPC5","FPC5_MGVRI",10109,10109,0.278736518874149,"ok"
"AGDD","MGVRI","FPC6","FPC6_MGVRI",10109,10109,0.169521720177451,"ok"
"AGDD","MGVRI","FPC7","FPC7_MGVRI",10109,10109,-0.0735703477335989,"ok"
"AGDD","MRCC","FPC1","FPC1_MRCC",10109,10109,-0.288456283924643,"ok"
"AGDD","MRCC","FPC2","FPC2_MRCC",10109,10109,-0.0924369629171028,"ok"
"AGDD","MRCC","FPC3","FPC3_MRCC",10109,10109,0.226630450235701,"ok"
"AGDD","MRCC","FPC4","FPC4_MRCC",10109,10109,-0.0951475735529738,"ok"
"AGDD","MRCC","FPC5","FPC5_MRCC",10109,10109,-0.334248606520103,"ok"
"AGDD","MRCC","FPC6","FPC6_MRCC",10109,10109,-0.233229788904362,"ok"
"AGDD","MRCC","FPC7","FPC7_MRCC",10109,10109,0.166180564070509,"ok"
"AGDD","MSRGR","FPC1","FPC1_MSRGR",10109,10109,0.516287186359178,"ok"
"AGDD","MSRGR","FPC2","FPC2_MSRGR",10109,10109,-0.503408260887171,"ok"
"AGDD","MSRGR","FPC3","FPC3_MSRGR",10109,10109,0.580064068653112,"ok"
"AGDD","MSRGR","FPC4","FPC4_MSRGR",10109,10109,0.106767402779875,"ok"
"AGDD","MSRGR","FPC5","FPC5_MSRGR",10109,10109,0.181415154449517,"ok"
"AGDD","MSRGR","FPC6","FPC6_MSRGR",10109,10109,0.134312145964061,"ok"
"AGDD","MSRGR","FPC7","FPC7_MSRGR",10109,10109,0.031609588461381,"ok"
"AGDD","NDI","FPC1","FPC1_NDI",10109,10109,0.399837122326296,"ok"
"AGDD","NDI","FPC2","FPC2_NDI",10109,10109,-0.544350175471858,"ok"
"AGDD","NDI","FPC3","FPC3_NDI",10109,10109,0.596589963981321,"ok"
"AGDD","NDI","FPC4","FPC4_NDI",10109,10109,0.153795706878739,"ok"
"AGDD","NDI","FPC5","FPC5_NDI",10109,10109,0.250044940374564,"ok"
"AGDD","NDI","FPC6","FPC6_NDI",10109,10109,0.152982037138535,"ok"
"AGDD","NDI","FPC7","FPC7_NDI",10109,10109,-0.0665487630510298,"ok"
"AGDD","NDRBI","FPC1","FPC1_NDRBI",10109,10109,-0.102064515100743,"ok"
"AGDD","NDRBI","FPC2","FPC2_NDRBI",10109,10109,0.452504258203578,"ok"
"AGDD","NDRBI","FPC3","FPC3_NDRBI",10109,10109,-0.0797708959253828,"ok"
"AGDD","NDRBI","FPC4","FPC4_NDRBI",10109,10109,0.107699622679521,"ok"
"AGDD","NDRBI","FPC5","FPC5_NDRBI",10109,10109,0.243400145277377,"ok"
"AGDD","NDRBI","FPC6","FPC6_NDRBI",10109,10109,0.385219922319091,"ok"
"AGDD","NDRBI","FPC7","FPC7_NDRBI",10109,10109,0.313305162905153,"ok"
"AGDD","NGBDI","FPC1","FPC1_NGBDI",10109,10109,0.0727406558983641,"ok"
"AGDD","NGBDI","FPC2","FPC2_NGBDI",10109,10109,0.0203130540296471,"ok"
"AGDD","NGBDI","FPC3","FPC3_NGBDI",10109,10109,0.138560550614612,"ok"
"AGDD","NGBDI","FPC4","FPC4_NGBDI",10109,10109,0.0707886751071619,"ok"
"AGDD","NGBDI","FPC5","FPC5_NGBDI",10109,10109,-0.096384938434711,"ok"
"AGDD","NGBDI","FPC6","FPC6_NGBDI",10109,10109,0.228889311788228,"ok"
"AGDD","NGBDI","FPC7","FPC7_NGBDI",10109,10109,-0.104956647494865,"ok"
"AGDD","NGRDI","FPC1","FPC1_NGRDI",10109,10109,0.399837141691508,"ok"
"AGDD","NGRDI","FPC2","FPC2_NGRDI",10109,10109,0.544350171061058,"ok"
"AGDD","NGRDI","FPC3","FPC3_NGRDI",10109,10109,0.596589949290197,"ok"
"AGDD","NGRDI","FPC4","FPC4_NGRDI",10109,10109,0.153795631717905,"ok"
"AGDD","NGRDI","FPC5","FPC5_NGRDI",10109,10109,0.250044949721313,"ok"
"AGDD","NGRDI","FPC6","FPC6_NGRDI",10109,10109,0.152982074676197,"ok"
"AGDD","NGRDI","FPC7","FPC7_NGRDI",10109,10109,-0.0665487341065495,"ok"
"AGDD","NGRDI_new","FPC1","FPC1_NGRDI_new",10109,10109,0.399837127523149,"ok"
"AGDD","NGRDI_new","FPC2","FPC2_NGRDI_new",10109,10109,0.54435017901559,"ok"
"AGDD","NGRDI_new","FPC3","FPC3_NGRDI_new",10109,10109,0.596589945160687,"ok"
"AGDD","NGRDI_new","FPC4","FPC4_NGRDI_new",10109,10109,0.153795643792217,"ok"
"AGDD","NGRDI_new","FPC5","FPC5_NGRDI_new",10109,10109,0.250044940547841,"ok"
"AGDD","NGRDI_new","FPC6","FPC6_NGRDI_new",10109,10109,0.152982066329441,"ok"
"AGDD","NGRDI_new","FPC7","FPC7_NGRDI_new",10109,10109,-0.0665487409877545,"ok"
"AGDD","NRMBI","FPC1","FPC1_NRMBI",10109,10109,-0.0704153291470961,"ok"
"AGDD","NRMBI","FPC2","FPC2_NRMBI",10109,10109,0.460741624658542,"ok"
"AGDD","NRMBI","FPC3","FPC3_NRMBI",10109,10109,0.118594581265395,"ok"
"AGDD","NRMBI","FPC4","FPC4_NRMBI",10109,10109,-0.0471242954279137,"ok"
"AGDD","NRMBI","FPC5","FPC5_NRMBI",10109,10109,0.302717246178102,"ok"
"AGDD","NRMBI","FPC6","FPC6_NRMBI",10109,10109,-0.143354873821178,"ok"
"AGDD","NRMBI","FPC7","FPC7_NRMBI",10109,10109,0.18949893125637,"ok"
"AGDD","RCC","FPC1","FPC1_RCC",10109,10109,-0.135526220976777,"ok"
"AGDD","RCC","FPC2","FPC2_RCC",10109,10109,-0.542498774952322,"ok"
"AGDD","RCC","FPC3","FPC3_RCC",10109,10109,-0.270879066364502,"ok"
"AGDD","RCC","FPC4","FPC4_RCC",10109,10109,-0.218596336517509,"ok"
"AGDD","RCC","FPC5","FPC5_RCC",10109,10109,0.0209233052750757,"ok"
"AGDD","RCC","FPC6","FPC6_RCC",10109,10109,0.0213371202557869,"ok"
"AGDD","RCC","FPC7","FPC7_RCC",10109,10109,-0.137815630704651,"ok"
"AGDD","RGBVI","FPC1","FPC1_RGBVI",10109,10109,-0.301532708494369,"ok"
"AGDD","RGBVI","FPC2","FPC2_RGBVI",10109,10109,0.2067476613694,"ok"
"AGDD","RGBVI","FPC3","FPC3_RGBVI",10109,10109,0.359763368186735,"ok"
"AGDD","RGBVI","FPC4","FPC4_RGBVI",10109,10109,0.190898478365527,"ok"
"AGDD","RGBVI","FPC5","FPC5_RGBVI",10109,10109,0.0528194756185428,"ok"
"AGDD","RGBVI","FPC6","FPC6_RGBVI",10109,10109,0.298766041676685,"ok"
"AGDD","RGBVI","FPC7","FPC7_RGBVI",10109,10109,-0.197592872590964,"ok"
"AGDD","RdivB","FPC1","FPC1_RdivB",10109,10109,-0.111682392127212,"ok"
"AGDD","RdivB","FPC2","FPC2_RdivB",10109,10109,0.42884322873444,"ok"
"AGDD","RdivB","FPC3","FPC3_RdivB",10109,10109,0.225872926719497,"ok"
"AGDD","RdivB","FPC4","FPC4_RdivB",10109,10109,0.369102084218914,"ok"
"AGDD","RdivB","FPC5","FPC5_RdivB",10109,10109,0.0753602847584016,"ok"
"AGDD","RdivB","FPC6","FPC6_RdivB",10109,10109,0.487455340180502,"ok"
"AGDD","RdivB","FPC7","FPC7_RdivB",10109,10109,-0.331179003067689,"ok"
"AGDD","RminusB","FPC1","FPC1_RminusB",10109,10109,-0.315752461887535,"ok"
"AGDD","RminusB","FPC2","FPC2_RminusB",10109,10109,-0.418842068908877,"ok"
"AGDD","RminusB","FPC3","FPC3_RminusB",10109,10109,0.162347125842886,"ok"
"AGDD","RminusB","FPC4","FPC4_RminusB",10109,10109,0.0956715612345841,"ok"
"AGDD","RminusB","FPC5","FPC5_RminusB",10109,10109,-0.0627453151249474,"ok"
"AGDD","RminusB","FPC6","FPC6_RminusB",10109,10109,-0.218489213471541,"ok"
"AGDD","RminusB","FPC7","FPC7_RminusB",10109,10109,-0.202425364202145,"ok"
"AGDD","TGI","FPC1","FPC1_TGI",10109,10109,-0.475861678215776,"ok"
"AGDD","TGI","FPC2","FPC2_TGI",10109,10109,-0.148332507453426,"ok"
"AGDD","TGI","FPC3","FPC3_TGI",10109,10109,8.91334704696197e-05,"ok"
"AGDD","TGI","FPC4","FPC4_TGI",10109,10109,0.119849470643018,"ok"
"AGDD","TGI","FPC5","FPC5_TGI",10109,10109,0.0876483292234808,"ok"
"AGDD","TGI","FPC6","FPC6_TGI",10109,10109,0.171036940615144,"ok"
"AGDD","TGI","FPC7","FPC7_TGI",10109,10109,-0.300591933786436,"ok"
"AGDD","TNDGR","FPC1","FPC1_TNDGR",10109,10109,-0.275043296114586,"ok"
"AGDD","TNDGR","FPC2","FPC2_TNDGR",10109,10109,0.52005177141651,"ok"
"AGDD","TNDGR","FPC3","FPC3_TNDGR",10109,10109,0.600470897677574,"ok"
"AGDD","TNDGR","FPC4","FPC4_TNDGR",10109,10109,0.160217034217863,"ok"
"AGDD","TNDGR","FPC5","FPC5_TNDGR",10109,10109,0.271552047698993,"ok"
"AGDD","TNDGR","FPC6","FPC6_TNDGR",10109,10109,0.168746556456154,"ok"
"AGDD","TNDGR","FPC7","FPC7_TNDGR",10109,10109,-0.0858436619325735,"ok"
"AGDD","VARI","FPC1","FPC1_VARI",10109,10109,0.287520195312672,"ok"
"AGDD","VARI","FPC2","FPC2_VARI",10109,10109,0.524725066906548,"ok"
"AGDD","VARI","FPC3","FPC3_VARI",10109,10109,0.592848283255329,"ok"
"AGDD","VARI","FPC4","FPC4_VARI",10109,10109,0.198963309707623,"ok"
"AGDD","VARI","FPC5","FPC5_VARI",10109,10109,0.342371889022198,"ok"
"AGDD","VARI","FPC6","FPC6_VARI",10109,10109,0.224877293725832,"ok"
"AGDD","VARI","FPC7","FPC7_VARI",10109,10109,0.105997879512938,"ok"
"AGDD","VEG","FPC1","FPC1_VEG",10109,10109,0.565404532898056,"ok"
"AGDD","VEG","FPC2","FPC2_VEG",10109,10109,0.261776294951953,"ok"
"AGDD","VEG","FPC3","FPC3_VEG",10109,10109,0.486592500022186,"ok"
"AGDD","VEG","FPC4","FPC4_VEG",10109,10109,0.344951726082651,"ok"
"AGDD","VEG","FPC5","FPC5_VEG",10109,10109,-0.241319493403651,"ok"
"AGDD","VEG","FPC6","FPC6_VEG",10109,10109,0.263418986413265,"ok"
"AGDD","VEG","FPC7","FPC7_VEG",10109,10109,0.216962223555599,"ok"
