"Domain","Vegetation.Index","FPC","FPC_ID","Env","N","N_complete","Cor","Status"
"AGDD","GCC","FPC6","FPC6_GCC","MIH1.2020",414,414,-0.292449951034497,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","MNH1.2020",395,395,-0.337644107317426,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","MNH1.2021",415,415,-0.0285173808705542,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","MOH1.2020",1006,1006,-0.216317937468669,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","NEH1.2021",246,246,-0.138044069910915,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH1.2020",246,246,-0.312736900241634,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH1.2021",246,246,-0.173550856394484,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH2.2020",246,246,-0.246956937472649,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH2.2021",246,246,0.172347937706553,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH3.2020",266,266,-0.0858794763816739,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","TXH3.2021",245,245,-0.29858399089687,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH1.2020",394,394,-0.256799297492573,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH1.2021",398,398,-0.259732093492149,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH2.2020",1127,1127,-0.103508631929672,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH2.2021",1137,1137,-0.160109544116689,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH3.2020",415,415,-0.069509703939785,"ok"
"AGDD","GCC","FPC6","FPC6_GCC","WIH3.2021",397,397,-0.105926893131084,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","DEH1.2020",1142,1142,0.160949001000052,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","IAH4.2021",1128,1128,0.225382867359484,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","MIH1.2020",414,414,-0.0603123620253443,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","MNH1.2020",395,395,0.442741194283325,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","MNH1.2021",415,415,0.155729372735797,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","MOH1.2020",1006,1006,0.00460671635732917,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","NEH1.2021",246,246,-0.173022856878792,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH1.2020",246,246,0.153605055882844,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH1.2021",246,246,0.0277880576376929,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH2.2020",246,246,-0.0580315986406588,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH2.2021",246,246,-0.312366115250855,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH3.2020",266,266,-0.278349388121322,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","TXH3.2021",245,245,-0.185090691628662,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH1.2020",394,394,0.357341524180567,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH1.2021",398,398,0.0767021770803334,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH2.2020",1127,1127,0.0247204549633843,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH2.2021",1137,1137,0.187433146081194,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH3.2020",415,415,0.149916580923292,"ok"
"AGDD","GCC","FPC7","FPC7_GCC","WIH3.2021",397,397,0.243493012915391,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","DEH1.2020",1142,1142,0.179514562691679,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","IAH4.2021",1128,1128,-0.131289368747752,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","MIH1.2020",414,414,-0.25324066238213,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","MNH1.2020",395,395,-0.407951926259343,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","MNH1.2021",415,415,-0.164849491901249,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","MOH1.2020",1006,1006,-0.337417035233698,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","NEH1.2021",246,246,-0.103312899350243,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH1.2020",246,246,-0.311928946931696,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH1.2021",246,246,0.0842463186940783,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH2.2020",246,246,-0.109516265091071,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH2.2021",246,246,-0.334759884729421,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH3.2020",266,266,-0.207489124174563,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","TXH3.2021",245,245,-0.370605087429613,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH1.2020",394,394,-0.288808215347601,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH1.2021",398,398,-0.214136410076669,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH2.2020",1127,1127,-0.104660914236669,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH2.2021",1137,1137,-0.095784062055335,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH3.2020",415,415,0.0130868332188644,"ok"
"AGDD","GLI","FPC1","FPC1_GLI","WIH3.2021",397,397,-0.174891011753291,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","DEH1.2020",1142,1142,-0.246188540808404,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","IAH4.2021",1128,1128,-0.0673313609472105,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","MIH1.2020",414,414,-0.0638828680653456,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","MNH1.2020",395,395,0.181803946584731,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","MNH1.2021",415,415,0.173110579853597,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","MOH1.2020",1006,1006,0.319963667765861,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","NEH1.2021",246,246,-0.0483498580271897,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH1.2020",246,246,0.360469748202642,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH1.2021",246,246,-0.188115144749444,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH2.2020",246,246,0.200560412325776,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH2.2021",246,246,0.327452876631108,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH3.2020",266,266,-0.000696426647304404,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","TXH3.2021",245,245,0.0406781798949289,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH1.2020",394,394,0.0374747592926861,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH1.2021",398,398,0.0323192376341044,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH2.2020",1127,1127,0.075494032757885,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH2.2021",1137,1137,-0.0459234438555929,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH3.2020",415,415,-0.0652255871729467,"ok"
"AGDD","GLI","FPC2","FPC2_GLI","WIH3.2021",397,397,0.0924311350441951,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","DEH1.2020",1142,1142,-0.0261248093947022,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","IAH4.2021",1128,1128,0.139036863408889,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","MIH1.2020",414,414,0.331464843300437,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","MNH1.2020",395,395,0.304434854327033,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","MNH1.2021",415,415,0.179079827074773,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","MOH1.2020",1006,1006,0.341883288131135,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","NEH1.2021",246,246,0.137786832472734,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH1.2020",246,246,0.529573984024486,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH1.2021",246,246,0.0890541931260421,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH2.2020",246,246,0.411070917444979,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH2.2021",246,246,-0.0827743852108277,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH3.2020",266,266,0.204561507655609,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","TXH3.2021",245,245,0.438531084840308,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH1.2020",394,394,0.358070540632607,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH1.2021",398,398,0.304577591402544,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH2.2020",1127,1127,0.118477226116359,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH2.2021",1137,1137,-0.118955559119374,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH3.2020",415,415,-0.0514549200123766,"ok"
"AGDD","GLI","FPC3","FPC3_GLI","WIH3.2021",397,397,0.252582098706433,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","DEH1.2020",1142,1142,0.0427016318903287,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","IAH4.2021",1128,1128,0.0186805098163743,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","MIH1.2020",414,414,0.19626646351484,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","MNH1.2020",395,395,0.330664356526467,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","MNH1.2021",415,415,0.0591910074338519,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","MOH1.2020",1006,1006,-0.0281507673487785,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","NEH1.2021",246,246,0.257828318403588,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH1.2020",246,246,0.446344895731147,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH1.2021",246,246,0.0835471147121306,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH2.2020",246,246,0.396816091480615,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH2.2021",246,246,-0.0383841747766654,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH3.2020",266,266,0.276065708271054,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","TXH3.2021",245,245,0.426842611172387,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH1.2020",394,394,-0.0349346295490088,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH1.2021",398,398,0.218993839550496,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH2.2020",1127,1127,0.0238710397874028,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH2.2021",1137,1137,-0.0988616913129918,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH3.2020",415,415,0.00621542117162009,"ok"
"AGDD","GLI","FPC4","FPC4_GLI","WIH3.2021",397,397,-0.104188897985242,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","DEH1.2020",1142,1142,0.392753050089446,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","IAH4.2021",1128,1128,0.0359504591780964,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","MIH1.2020",414,414,0.179790505258557,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","MNH1.2020",395,395,-0.373380241652751,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","MNH1.2021",415,415,-0.183873072787408,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","MOH1.2020",1006,1006,-0.212033900940746,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","NEH1.2021",246,246,0.126731097546219,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH1.2020",246,246,0.392168069839587,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH1.2021",246,246,0.170358303537383,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH2.2020",246,246,0.257861663782902,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH2.2021",246,246,-0.286994194553217,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH3.2020",266,266,0.0187968941541623,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","TXH3.2021",245,245,-0.0132484258164214,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH1.2020",394,394,-0.2054233306804,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH1.2021",398,398,0.1253194573785,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH2.2020",1127,1127,-0.032939132062302,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH2.2021",1137,1137,-0.0804792703199379,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH3.2020",415,415,0.000498426688731566,"ok"
"AGDD","GLI","FPC5","FPC5_GLI","WIH3.2021",397,397,-0.151036440959357,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","DEH1.2020",1142,1142,0.0878356461670189,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","IAH4.2021",1128,1128,0.145730826947382,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","MIH1.2020",414,414,0.299061429317501,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","MNH1.2020",395,395,0.366831146893958,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","MNH1.2021",415,415,0.0717826189143686,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","MOH1.2020",1006,1006,0.310979958880402,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","NEH1.2021",246,246,0.124700436520285,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH1.2020",246,246,0.258515601967391,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH1.2021",246,246,0.145158270213275,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH2.2020",246,246,0.213666755537563,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH2.2021",246,246,-0.100937127789631,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH3.2020",266,266,0.110331201684299,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","TXH3.2021",245,245,0.347667463976479,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH1.2020",394,394,0.317136793618691,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH1.2021",398,398,0.217045621346134,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH2.2020",1127,1127,0.116818274108751,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH2.2021",1137,1137,0.161595144540274,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH3.2020",415,415,0.0699785265029237,"ok"
"AGDD","GLI","FPC6","FPC6_GLI","WIH3.2021",397,397,0.162399753637072,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","DEH1.2020",1142,1142,-0.125921324358504,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","IAH4.2021",1128,1128,-0.246155861620905,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","MIH1.2020",414,414,0.0390615650789102,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","MNH1.2020",395,395,-0.441331056494987,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","MNH1.2021",415,415,-0.162580925661559,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","MOH1.2020",1006,1006,-0.00748560675364151,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","NEH1.2021",246,246,0.177346796026654,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH1.2020",246,246,-0.181006018388154,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH1.2021",246,246,-0.0252646982978442,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH2.2020",246,246,0.0416501462249486,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH2.2021",246,246,0.294338190634692,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH3.2020",266,266,0.277883040878674,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","TXH3.2021",245,245,0.151805108299443,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH1.2020",394,394,-0.372070882325939,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH1.2021",398,398,-0.0593079603102879,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH2.2020",1127,1127,-0.0276070946602233,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH2.2021",1137,1137,-0.154784521217917,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH3.2020",415,415,-0.146839681177699,"ok"
"AGDD","GLI","FPC7","FPC7_GLI","WIH3.2021",397,397,-0.253097110235761,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","DEH1.2020",1142,1142,0.179514560638297,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","IAH4.2021",1128,1128,-0.131289360429843,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","MIH1.2020",414,414,-0.253240716086201,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","MNH1.2020",395,395,-0.40795193259258,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","MNH1.2021",415,415,-0.164848784238593,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","MOH1.2020",1006,1006,-0.33741705835356,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","NEH1.2021",246,246,-0.103312901234369,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH1.2020",246,246,-0.311929213623466,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH1.2021",246,246,0.084246324931937,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH2.2020",246,246,-0.109516307340896,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH2.2021",246,246,-0.334759893269554,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH3.2020",266,266,-0.207489119877164,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","TXH3.2021",245,245,-0.370605098679638,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH1.2020",394,394,-0.288808324448937,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH1.2021",398,398,-0.214136017425567,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH2.2020",1127,1127,-0.104660919622276,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH2.2021",1137,1137,-0.0957838310446838,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH3.2020",415,415,0.0130868414524451,"ok"
"AGDD","GLI_new","FPC1","FPC1_GLI_new","WIH3.2021",397,397,-0.174891021210761,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","DEH1.2020",1142,1142,-0.246188537182813,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","IAH4.2021",1128,1128,-0.0673313386012867,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","MIH1.2020",414,414,-0.0638829215784359,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","MNH1.2020",395,395,0.181803924386939,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","MNH1.2021",415,415,0.173110486672305,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","MOH1.2020",1006,1006,0.319963676521349,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","NEH1.2021",246,246,-0.0483498640857445,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH1.2020",246,246,0.360469887570274,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH1.2021",246,246,-0.18811514540129,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH2.2020",246,246,0.200560418498204,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH2.2021",246,246,0.327452874197724,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH3.2020",266,266,-0.00069642993345614,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","TXH3.2021",245,245,0.0406781729834953,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH1.2020",394,394,0.0374746842546324,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH1.2021",398,398,0.0323189414088464,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH2.2020",1127,1127,0.0754940310031875,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH2.2021",1137,1137,-0.0459234234770934,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH3.2020",415,415,-0.0652255872141767,"ok"
"AGDD","GLI_new","FPC2","FPC2_GLI_new","WIH3.2021",397,397,0.0924311215943425,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","DEH1.2020",1142,1142,-0.0261248079963523,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","IAH4.2021",1128,1128,0.13903698451222,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","MIH1.2020",414,414,0.331464885699535,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","MNH1.2020",395,395,0.304434854630062,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","MNH1.2021",415,415,0.179079309100599,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","MOH1.2020",1006,1006,0.341883283445025,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","NEH1.2021",246,246,0.13778683325708,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH1.2020",246,246,0.529574034606565,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH1.2021",246,246,0.0890541962032288,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH2.2020",246,246,0.411070915396522,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH2.2021",246,246,-0.0827743916478966,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH3.2020",266,266,0.204561513755018,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","TXH3.2021",245,245,0.438531083100759,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH1.2020",394,394,0.358070362933846,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH1.2021",398,398,0.304577945261872,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH2.2020",1127,1127,0.11847722449346,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH2.2021",1137,1137,-0.118955557110695,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH3.2020",415,415,-0.0514549192986473,"ok"
"AGDD","GLI_new","FPC3","FPC3_GLI_new","WIH3.2021",397,397,0.252582099284094,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","DEH1.2020",1142,1142,0.0427016485367547,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","IAH4.2021",1128,1128,0.0186805640788638,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","MIH1.2020",414,414,0.196266478712454,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","MNH1.2020",395,395,0.330664331857758,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","MNH1.2021",415,415,0.059191885303406,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","MOH1.2020",1006,1006,-0.0281508040705164,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","NEH1.2021",246,246,0.257828322509863,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH1.2020",246,246,0.446345009175249,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH1.2021",246,246,0.0835471124430519,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH2.2020",246,246,0.396816112083236,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH2.2021",246,246,-0.0383841619576931,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH3.2020",266,266,0.276065700921248,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","TXH3.2021",245,245,0.426842609831196,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH1.2020",394,394,-0.0349348052803423,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH1.2021",398,398,0.218994761013021,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH2.2020",1127,1127,0.0238710342441876,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH2.2021",1137,1137,-0.0988617399333876,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH3.2020",415,415,0.00621542017950039,"ok"
"AGDD","GLI_new","FPC4","FPC4_GLI_new","WIH3.2021",397,397,-0.104188902926379,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","DEH1.2020",1142,1142,0.392753054758042,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","IAH4.2021",1128,1128,0.0359504411811873,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","MIH1.2020",414,414,0.179790523288018,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","MNH1.2020",395,395,-0.373380255094335,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","MNH1.2021",415,415,-0.183871615625619,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","MOH1.2020",1006,1006,-0.212033909967019,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","NEH1.2021",246,246,0.126731067324784,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH1.2020",246,246,0.392167822497909,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH1.2021",246,246,0.170358290290302,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH2.2020",246,246,0.257861652956533,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH2.2021",246,246,-0.286994203739027,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH3.2020",266,266,0.0187968973339062,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","TXH3.2021",245,245,-0.0132484529667666,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH1.2020",394,394,-0.205423761779265,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH1.2021",398,398,0.125320069806984,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH2.2020",1127,1127,-0.0329391427007002,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH2.2021",1137,1137,-0.0804796054866984,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH3.2020",415,415,0.000498423259325935,"ok"
"AGDD","GLI_new","FPC5","FPC5_GLI_new","WIH3.2021",397,397,-0.15103643310533,"ok"
"AGDD","GLI_new","FPC6","FPC6_GLI_new","DEH1.2020",1142,1142,0.0878357370921722,"ok"
"AGDD","GLI_new","FPC6","FPC6_GLI_new","IAH4.2021",1128,1128,0.145730649296719,"ok"
"AGDD","GLI_new","FPC6","FPC6_GLI_new","MIH1.2020",414,414,0.299061523769731,"ok"
"AGDD","GLI_new","FPC6","FPC6_GLI_new","MNH1.2020",395,395,0.366831137498788,"ok"
"AGDD","GLI_new","FPC6","FPC6_GLI_new","MNH1.2021",415,415,0.0717809573408654,"ok"
