"Domain","Vegetation.Index","FPC","FPC_ID","Env","N","N_complete","Cor","Status"
"DAP","GdivR","FPC1","FPC1_GdivR","WIH2.2021",1137,1137,-0.119536405505257,"ok"
"DAP","GdivR","FPC1","FPC1_GdivR","WIH3.2020",415,415,-0.0735184238533937,"ok"
"DAP","GdivR","FPC1","FPC1_GdivR","WIH3.2021",397,397,0.351648806321743,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","DEH1.2020",1142,1142,0.230767079726214,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","IAH4.2021",1128,1128,0.00309422576459899,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","MIH1.2020",414,414,0.265643683239615,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","MNH1.2020",395,395,-0.456081164159313,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","MNH1.2021",415,415,-0.204893710209056,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","MOH1.2020",1006,1006,-0.354438053578323,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","NEH1.2021",246,246,0.261008531972885,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH1.2020",246,246,-0.148756078681861,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH1.2021",246,246,0.18696811527998,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH2.2020",246,246,-0.0195591824362042,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH2.2021",246,246,-0.113453582188536,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH3.2020",266,266,0.0567803997682306,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","TXH3.2021",245,245,-0.203249999606565,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH1.2020",394,394,-0.282208650392183,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH1.2021",398,398,-0.0959470925517711,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH2.2020",1127,1127,-0.0126273910751165,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH2.2021",1137,1137,-0.187028178245537,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH3.2020",415,415,-0.165112327647388,"ok"
"DAP","GdivR","FPC2","FPC2_GdivR","WIH3.2021",397,397,-0.245647149394022,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","DEH1.2020",1142,1142,-0.389245958488068,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","IAH4.2021",1128,1128,-0.223166266345694,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","MIH1.2020",414,414,-0.174236207834213,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","MNH1.2020",395,395,-0.430686700428779,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","MNH1.2021",415,415,-0.219896983440574,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","MOH1.2020",1006,1006,-0.319885792587895,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","NEH1.2021",246,246,-0.180034446979557,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH1.2020",246,246,-0.544526275272219,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH1.2021",246,246,-0.109439753290348,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH2.2020",246,246,-0.352917236900802,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH2.2021",246,246,-0.167757636803003,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH3.2020",266,266,-0.00787852649555906,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","TXH3.2021",245,245,0.227000616408159,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH1.2020",394,394,-0.275334666067143,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH1.2021",398,398,-0.0609583423055059,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH2.2020",1127,1127,-0.0728155609568439,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH2.2021",1137,1137,-0.287772692582277,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH3.2020",415,415,-0.121741145442815,"ok"
"DAP","GdivR","FPC3","FPC3_GdivR","WIH3.2021",397,397,-0.0803958366644558,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","DEH1.2020",1142,1142,-0.0613305531696317,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","IAH4.2021",1128,1128,0.165659893543356,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","MIH1.2020",414,414,-0.0109396956919506,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","MNH1.2020",395,395,0.0658766652106236,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","MNH1.2021",415,415,0.0407727003680486,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","MOH1.2020",1006,1006,-0.270849899129698,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","NEH1.2021",246,246,-0.127306131494587,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH1.2020",246,246,-0.146486695503738,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH1.2021",246,246,0.128566139859948,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH2.2020",246,246,-0.0579003598488758,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH2.2021",246,246,-0.458214883883863,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH3.2020",266,266,-0.10702167540002,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","TXH3.2021",245,245,-0.219288491390167,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH1.2020",394,394,0.275588532503317,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH1.2021",398,398,0.0641665060142512,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH2.2020",1127,1127,-0.0707904857729597,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH2.2021",1137,1137,0.117697250654058,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH3.2020",415,415,0.0553663619082035,"ok"
"DAP","GdivR","FPC4","FPC4_GdivR","WIH3.2021",397,397,0.0132776087214402,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","DEH1.2020",1142,1142,-0.0154944862086008,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","IAH4.2021",1128,1128,0.245547851828856,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","MIH1.2020",414,414,0.246811353539576,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","MNH1.2020",395,395,0.339159763253086,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","MNH1.2021",415,415,0.163288221070548,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","MOH1.2020",1006,1006,0.38228318498149,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","NEH1.2021",246,246,-0.0295399665037894,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH1.2020",246,246,0.446413004764346,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH1.2021",246,246,-0.0760941046922858,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH2.2020",246,246,0.160819003911111,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH2.2021",246,246,0.0306257097604499,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH3.2020",266,266,0.00903310113114197,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","TXH3.2021",245,245,0.263949687081101,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH1.2020",394,394,0.286371908133626,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH1.2021",398,398,0.201546915251775,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH2.2020",1127,1127,0.0558478725112104,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH2.2021",1137,1137,0.114222228308837,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH3.2020",415,415,0.0766155886014758,"ok"
"DAP","GdivR","FPC5","FPC5_GdivR","WIH3.2021",397,397,0.0983025408830225,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","DEH1.2020",1142,1142,-0.233621437460225,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","IAH4.2021",1128,1128,-0.161328395037245,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","MIH1.2020",414,414,-0.0060600497990698,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","MNH1.2020",395,395,0.498199556805759,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","MNH1.2021",415,415,0.21999275433797,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","MOH1.2020",1006,1006,0.228562869068241,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","NEH1.2021",246,246,-0.00223255641731071,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH1.2020",246,246,-0.259810112368294,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH1.2021",246,246,-0.142639208365926,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH2.2020",246,246,-0.111613430308173,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH2.2021",246,246,-0.173760204480451,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH3.2020",266,266,0.146202588520196,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","TXH3.2021",245,245,-0.381359506120972,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH1.2020",394,394,0.3366810311119,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH1.2021",398,398,0.324593276598965,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH2.2020",1127,1127,0.194881424714475,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH2.2021",1137,1137,0.0604513737527614,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH3.2020",415,415,0.116000887694248,"ok"
"DAP","GminusB","FPC1","FPC1_GminusB","WIH3.2021",397,397,0.259108981990811,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","DEH1.2020",1142,1142,-0.275229215830391,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","IAH4.2021",1128,1128,-0.0162585297379184,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","MIH1.2020",414,414,0.126535012736862,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","MNH1.2020",395,395,0.224271063064125,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","MNH1.2021",415,415,0.111925947987863,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","MOH1.2020",1006,1006,-0.0509685699726964,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","NEH1.2021",246,246,-0.251989488572452,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH1.2020",246,246,-0.196394172991714,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH1.2021",246,246,-0.0297811197115707,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH2.2020",246,246,-0.010963861217025,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH2.2021",246,246,-0.0633687242510369,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH3.2020",266,266,0.173671948774092,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","TXH3.2021",245,245,-0.160185599454874,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH1.2020",394,394,0.210747676702067,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH1.2021",398,398,0.262501515632282,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH2.2020",1127,1127,0.0847137995363936,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH2.2021",1137,1137,-0.211113618569637,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH3.2020",415,415,0.0502860531986566,"ok"
"DAP","GminusB","FPC2","FPC2_GminusB","WIH3.2021",397,397,0.122026408523255,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","DEH1.2020",1142,1142,-0.244781684195776,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","IAH4.2021",1128,1128,-0.0626931053049772,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","MIH1.2020",414,414,-0.235320214606927,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","MNH1.2020",395,395,0.211607710558821,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","MNH1.2021",415,415,0.00612167122878101,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","MOH1.2020",1006,1006,0.226117373716833,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","NEH1.2021",246,246,0.0735089641170263,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH1.2020",246,246,-0.234004139599706,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH1.2021",246,246,-0.251643814912423,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH2.2020",246,246,-0.243823762634501,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH2.2021",246,246,0.328527561405217,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH3.2020",266,266,0.0775883851448387,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","TXH3.2021",245,245,-0.202414911588326,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH1.2020",394,394,-0.191775883932836,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH1.2021",398,398,-0.331330727893757,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH2.2020",1127,1127,-0.191297875714975,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH2.2021",1137,1137,-0.211378500757715,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH3.2020",415,415,-0.0943799499227604,"ok"
"DAP","GminusB","FPC3","FPC3_GminusB","WIH3.2021",397,397,-0.0228677391617205,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","DEH1.2020",1142,1142,0.0700546963572546,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","IAH4.2021",1128,1128,-0.0028005585421318,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","MIH1.2020",414,414,0.347572015513989,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","MNH1.2020",395,395,0.011210716978026,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","MNH1.2021",415,415,0.069274515907723,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","MOH1.2020",1006,1006,-0.27001513252661,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","NEH1.2021",246,246,0.316843120542275,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH1.2020",246,246,-0.191430586623715,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH1.2021",246,246,-0.0291767762454765,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH2.2020",246,246,0.130793532874444,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH2.2021",246,246,-0.088774082149738,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH3.2020",266,266,0.188527152799864,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","TXH3.2021",245,245,0.0639877232840972,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH1.2020",394,394,0.0251881415290574,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH1.2021",398,398,0.0863180095283356,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH2.2020",1127,1127,0.256292056638871,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH2.2021",1137,1137,0.217464727535925,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH3.2020",415,415,0.13060371355527,"ok"
"DAP","GminusB","FPC4","FPC4_GminusB","WIH3.2021",397,397,0.148857064246729,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","DEH1.2020",1142,1142,-0.054792275807248,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","IAH4.2021",1128,1128,0.0490191948531909,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","MIH1.2020",414,414,0.398666151928496,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","MNH1.2020",395,395,-0.179158419134756,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","MNH1.2021",415,415,-0.125496599903339,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","MOH1.2020",1006,1006,-0.154129255295591,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","NEH1.2021",246,246,-0.148716032609655,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH1.2020",246,246,0.34239253965498,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH1.2021",246,246,0.254340152421256,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH2.2020",246,246,0.197338455314373,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH2.2021",246,246,-0.243112720258945,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH3.2020",266,266,-0.182867990207598,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","TXH3.2021",245,245,0.333430192339359,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH1.2020",394,394,0.0293182387101673,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH1.2021",398,398,0.308390861710763,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH2.2020",1127,1127,0.0780841478688815,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH2.2021",1137,1137,0.242485544290165,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH3.2020",415,415,-0.0934959102941836,"ok"
"DAP","GminusB","FPC5","FPC5_GminusB","WIH3.2021",397,397,0.0168586515372862,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","DEH1.2020",1142,1142,-0.231965197339597,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","IAH4.2021",1128,1128,-0.0814980852163022,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","MIH1.2020",414,414,-0.369774917373961,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","MNH1.2020",395,395,0.478126546992259,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","MNH1.2021",415,415,0.275203982332257,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","MOH1.2020",1006,1006,0.389593216158643,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","NEH1.2021",246,246,-0.343374340650359,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH1.2020",246,246,-0.0288890466467006,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH1.2021",246,246,-0.267977826081457,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH2.2020",246,246,-0.21367314242789,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH2.2021",246,246,0.0362268749137797,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH3.2020",266,266,0.10544913239226,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","TXH3.2021",245,245,-0.141396503382145,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH1.2020",394,394,-0.0470379231041634,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH1.2021",398,398,-0.141520015500656,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH2.2020",1127,1127,-0.109698737865906,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH2.2021",1137,1137,0.111639556231957,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH3.2020",415,415,0.118100761916724,"ok"
"DAP","GminusR","FPC1","FPC1_GminusR","WIH3.2021",397,397,0.00533812619685786,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","DEH1.2020",1142,1142,-0.0266743235690027,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","IAH4.2021",1128,1128,0.0814221169827174,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","MIH1.2020",414,414,0.293473869276233,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","MNH1.2020",395,395,0.281389183829333,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","MNH1.2021",415,415,0.14740607377935,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","MOH1.2020",1006,1006,0.326335165093689,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","NEH1.2021",246,246,0.093807103735926,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH1.2020",246,246,0.485981201846775,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH1.2021",246,246,-0.0410102606154162,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH2.2020",246,246,0.353636930510707,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH2.2021",246,246,0.218401515365012,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH3.2020",266,266,0.280431482216936,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","TXH3.2021",245,245,0.398353638510431,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH1.2020",394,394,0.402366734950822,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH1.2021",398,398,0.262898178307651,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH2.2020",1127,1127,0.223208921150485,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH2.2021",1137,1137,-0.0323640033620526,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH3.2020",415,415,0.0715585238358299,"ok"
"DAP","GminusR","FPC2","FPC2_GminusR","WIH3.2021",397,397,0.405816124073371,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","DEH1.2020",1142,1142,-0.169393964579593,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","IAH4.2021",1128,1128,-0.293004521552807,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","MIH1.2020",414,414,0.218495345670733,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","MNH1.2020",395,395,0.199099015911789,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","MNH1.2021",415,415,0.322234057695194,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","MOH1.2020",1006,1006,0.474723491177812,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","NEH1.2021",246,246,-0.399256311889026,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH1.2020",246,246,0.0611409820120424,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH1.2021",246,246,-0.106390531318375,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH2.2020",246,246,-0.0729373322527277,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH2.2021",246,246,-0.0658332290816623,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH3.2020",266,266,0.188609366216665,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","TXH3.2021",245,245,0.351493563782821,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH1.2020",394,394,0.0753992673420826,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH1.2021",398,398,0.145991007204751,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH2.2020",1127,1127,0.107954520077321,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH2.2021",1137,1137,0.00611464649475901,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH3.2020",415,415,-0.00687246177445475,"ok"
"DAP","GminusR","FPC3","FPC3_GminusR","WIH3.2021",397,397,-0.0669135799637828,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","DEH1.2020",1142,1142,0.359236430579983,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","IAH4.2021",1128,1128,-0.0301859966124386,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","MIH1.2020",414,414,0.162582352297956,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","MNH1.2020",395,395,0.380217917394266,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","MNH1.2021",415,415,0.122275748038475,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","MOH1.2020",1006,1006,0.415485327463413,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","NEH1.2021",246,246,0.309813058387891,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH1.2020",246,246,0.382462080078353,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH1.2021",246,246,-0.000754398873645829,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH2.2020",246,246,0.43038525967093,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH2.2021",246,246,0.363080178655583,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH3.2020",266,266,-0.0210900545944599,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","TXH3.2021",245,245,0.10698597530368,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH1.2020",394,394,0.509779840865279,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH1.2021",398,398,0.111121675093687,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH2.2020",1127,1127,0.0786679564635784,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH2.2021",1137,1137,0.18043749459362,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH3.2020",415,415,0.17698771402129,"ok"
"DAP","GminusR","FPC4","FPC4_GminusR","WIH3.2021",397,397,0.227123323962049,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","DEH1.2020",1142,1142,0.0850992681778895,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","IAH4.2021",1128,1128,0.237807597968394,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","MIH1.2020",414,414,0.42983621255766,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","MNH1.2020",395,395,0.116926905964384,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","MNH1.2021",415,415,0.0751635119115167,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","MOH1.2020",1006,1006,0.092969692603492,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","NEH1.2021",246,246,-0.12004372097842,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH1.2020",246,246,0.182399710805558,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH1.2021",246,246,0.0823589794460857,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH2.2020",246,246,0.169076809327472,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH2.2021",246,246,-0.364355848268628,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH3.2020",266,266,-0.0816585812659978,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","TXH3.2021",245,245,0.214364312440494,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH1.2020",394,394,0.0708636749226083,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH1.2021",398,398,0.339522042568682,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH2.2020",1127,1127,0.124624996431067,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH2.2021",1137,1137,0.170678062094392,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH3.2020",415,415,-0.12828347273466,"ok"
"DAP","GminusR","FPC5","FPC5_GminusR","WIH3.2021",397,397,-0.0517380183113347,"ok"
"DAP","MExG","FPC1","FPC1_MExG","DEH1.2020",1142,1142,-0.130293055066019,"ok"
"DAP","MExG","FPC1","FPC1_MExG","IAH4.2021",1128,1128,0.00298888530062636,"ok"
"DAP","MExG","FPC1","FPC1_MExG","MIH1.2020",414,414,0.240727611661628,"ok"
