Method,Model,Time_Domain,Series,CV,Seed,Fold,N,Environments,Correlation,RMSE,Equal_Environment_RMSE
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,3,5112,19,0.347006980753254,2.59957601482485,2.3710608928328
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,4,5147,19,0.319832265158095,2.71375503077199,2.38294704366172
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,4,5156,19,0.397364824606129,2.42281535229916,2.25865397031123
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,4,5121,19,0.346092496087779,2.56211333592874,2.36452841553955
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,4,5186,19,0.354466220285118,2.61680242130181,2.39497902486601
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,4,5174,19,0.339397991821072,2.66691734707929,2.39224663086549
TNP,VI+genomic,DAP,TNP VI+G,CV0,1,5,5234,19,0.379882873450781,2.58872122741644,2.34115441177176
TNP,VI+genomic,DAP,TNP VI+G,CV0,2,5,5142,19,0.335148004584022,2.46673734831072,2.25482798970846
TNP,VI+genomic,DAP,TNP VI+G,CV0,3,5,5211,19,0.380730771557093,2.53700524150352,2.27421441173699
TNP,VI+genomic,DAP,TNP VI+G,CV0,4,5,5249,19,0.3910213929669,2.49089523242479,2.31204167160458
TNP,VI+genomic,DAP,TNP VI+G,CV0,5,5,5201,19,0.321682144330167,2.43844613432095,2.23417388826453
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,1,1293,19,0.333035693462636,2.73962450498753,2.36695028618647
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,1,1262,19,0.329741554326843,2.44517126054319,2.24829480691156
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,1,1295,19,0.384462794106984,2.66874567789626,2.44215429542262
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,1,1329,19,0.353464422956826,2.62572556853089,2.42840408555498
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,1,1271,19,0.23460333340367,2.67884269948389,2.47634202624764
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,2,1301,19,0.344357119522544,2.82076772931777,2.57077134966828
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,2,1310,19,0.30300062396286,2.52362695774237,2.31388993299929
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,2,1288,19,0.308143395472589,2.64809558443126,2.41338111264363
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,2,1347,19,0.268514841455221,2.5727641102496,2.44243011467199
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,2,1318,19,0.264909169178822,2.71940436795271,2.48602033588959
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,3,1338,19,0.325165046850836,2.74425848536071,2.38150806796829
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,3,1277,19,0.240132497837109,2.60939010323319,2.25020845178324
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,3,1300,19,0.319266863191167,2.50524579467952,2.2354074076772
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,3,1310,19,0.346534771194148,2.5829515715644,2.3786289204329
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,3,1337,19,0.306843881429331,2.57644775697609,2.30205604684252
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,4,1302,19,0.246367581664228,2.80925904493426,2.44132763387721
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,4,1293,19,0.256462592949718,2.53111454229417,2.39615496790848
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,4,1328,19,0.347571331467535,2.65447424907423,2.44845725504002
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,4,1263,19,0.292183965810004,2.68277692263322,2.48516992337379
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,4,1275,19,0.287095391359402,2.71548390681881,2.42240846937656
TNP,VI+genomic,DAP,TNP VI+G,CV00,1,5,1215,19,0.276283619178874,2.59061131019737,2.33973121513331
TNP,VI+genomic,DAP,TNP VI+G,CV00,2,5,1307,19,0.320187303117896,2.61490770395736,2.42981563533997
TNP,VI+genomic,DAP,TNP VI+G,CV00,3,5,1238,19,0.354249731451809,2.60088784702856,2.34494388237165
TNP,VI+genomic,DAP,TNP VI+G,CV00,4,5,1200,19,0.304462869164934,2.36182054119633,2.21217187327899
TNP,VI+genomic,DAP,TNP VI+G,CV00,5,5,1248,19,0.37956603239726,2.53557887384559,2.37004472314197
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,1,1,1293,19,0.417747349670157,2.40520946969948,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,1,1,5156,19,0.524240064051576,2.26253670680274,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,1,2,1301,19,0.480803837107789,2.31462495057316,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,1,2,5148,19,0.519104737563192,2.28048197938966,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,1,3,1338,19,0.448781721589563,2.36939356217384,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,1,3,5111,19,0.51910931585345,2.27026696808446,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,1,4,1302,19,0.442051958236673,2.34486174566663,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,1,4,5147,19,0.515855972653264,2.27991657644463,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,1,5,1215,19,0.380033621230388,2.31376481828699,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,1,5,5234,19,0.539111830652082,2.27692996903152,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,2,1,1262,19,0.449929890024102,2.35537000544077,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,2,1,5187,19,0.515767805330248,2.27624139730507,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,2,2,1310,19,0.451349663067112,2.35434824274232,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,2,2,5139,19,0.524410617750992,2.2680845114819,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,2,3,1277,19,0.401425374769158,2.32685610555797,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,2,3,5172,19,0.529399213022618,2.27856533005887,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,2,4,1293,19,0.389128379281811,2.3137427678236,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,2,4,5156,19,0.532269404071543,2.28573237664602,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,2,5,1307,19,0.489747517105422,2.39148677102343,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,2,5,5142,19,0.514424610266158,2.26269853406299,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,3,1,1295,19,0.486168290054859,2.40574271007139,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,3,1,5154,19,0.50309923594383,2.26802949913552,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,3,2,1288,19,0.385485053263531,2.32399337877856,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,3,2,5161,19,0.530816593550656,2.2798847268524,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,3,3,1300,19,0.445954607817814,2.24756245840691,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,3,3,5149,19,0.536912580883665,2.28706099008361,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,3,4,1328,19,0.457728589866493,2.39006051915408,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,3,4,5121,19,0.52413083681721,2.26292657210074,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,3,5,1238,19,0.448543940645803,2.37023874100947,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,3,5,5211,19,0.523632654061072,2.27184645480816,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,4,1,1329,19,0.460772147997765,2.32803124656503,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,4,1,5120,19,0.518836382972967,2.27815504990608,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,4,2,1347,19,0.408549490367806,2.42595329794446,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,4,2,5102,19,0.51896708544717,2.26021091613845,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,4,3,1310,19,0.457269730075859,2.34144397779446,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,4,3,5139,19,0.524672371778708,2.27539785495624,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,4,4,1263,19,0.473020794573649,2.32510340453582,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,4,4,5186,19,0.518408606460993,2.28105089705248,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,4,5,1200,19,0.385596406541878,2.32512088172443,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,4,5,5249,19,0.535574963060272,2.27532843589994,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,5,1,1271,19,0.406520435959995,2.26219479218981,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,5,1,5178,19,0.530029408994576,2.29178842858176,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,5,2,1318,19,0.427102373508396,2.37280103370871,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,5,2,5131,19,0.529789593527651,2.26284331606349,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,5,3,1337,19,0.406390879422308,2.3530452854277,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,5,3,5112,19,0.52648253893008,2.27708386108827,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,5,4,1275,19,0.441886414520193,2.36809581883615,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,5,4,5174,19,0.526395095581084,2.26809930510636,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV1,5,5,1248,19,0.505096838154105,2.38022372027568,
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV2,5,5,5201,19,0.50059485127874,2.27301716886834,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,1,1,1293,19,0.415906585569186,2.34669730462999,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,1,1,5156,19,0.539614461229053,2.19670261891524,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,1,2,1301,19,0.48782560416144,2.2488783404243,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,1,2,5148,19,0.528783729091828,2.2189037841442,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,1,3,1338,19,0.463247199444484,2.31889538368759,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,1,3,5111,19,0.530945578819159,2.20148134350333,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,1,4,1302,19,0.478205163786313,2.26578159821879,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,1,4,5147,19,0.524745526265661,2.21959381876528,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,1,5,1215,19,0.411874064466943,2.24933311909707,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,1,5,5234,19,0.550508585887345,2.21111613400062,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,2,1,1262,19,0.47108355315764,2.27409511037893,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,2,1,5187,19,0.525190595627873,2.21693189671817,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,2,2,1310,19,0.464665539331667,2.28219130723087,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,2,2,5139,19,0.535148603646831,2.20572952501593,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,2,3,1277,19,0.397192735649473,2.26938590996941,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,2,3,5172,19,0.544680090926411,2.21287040145465,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,2,4,1293,19,0.408909426509628,2.25143479477033,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,2,4,5156,19,0.545454171766473,2.21994464521091,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,2,5,1307,19,0.510582126943184,2.34615468215715,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,2,5,5142,19,0.522507975683341,2.19486587977426,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,3,1,1295,19,0.50532083821239,2.35903862917791,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,3,1,5154,19,0.518178422977133,2.19755953205338,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,3,2,1288,19,0.408824887571219,2.24317526808203,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,3,2,5161,19,0.545506857372174,2.21853032627345,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,3,3,1300,19,0.461502592998349,2.17012379756375,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,3,3,5149,19,0.541546824647673,2.22956642769166,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,3,4,1328,19,0.494422448042209,2.33302232632006,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,3,4,5121,19,0.528376098591515,2.19782673398295,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,3,5,1238,19,0.439925535639259,2.31387264607796,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,3,5,5211,19,0.540231093519956,2.20634520657688,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,4,1,1329,19,0.480160875894143,2.25732458410193,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,4,1,5120,19,0.529860846303107,2.2155112192507,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,4,2,1347,19,0.43719512107312,2.37011852807734,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,4,2,5102,19,0.533055871789285,2.19225262015284,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,4,3,1310,19,0.471596841674427,2.25637157549065,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,4,3,5139,19,0.528116701765446,2.21986763416686,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,4,4,1263,19,0.471532844105587,2.28598928763057,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,4,4,5186,19,0.535723681278037,2.20942594277566,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,4,5,1200,19,0.398497130935056,2.26838300194585,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,4,5,5249,19,0.54688668630206,2.21043181330627,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,5,1,1271,19,0.424938446806093,2.19170439552065,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,5,1,5178,19,0.543516478894432,2.22772662997764,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,5,2,1318,19,0.441845923446015,2.31706353833237,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,5,2,5131,19,0.537562583240164,2.19725601712891,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,5,3,1337,19,0.425577517504749,2.28660319020025,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,5,3,5112,19,0.536022943978025,2.21338535476499,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,5,4,1275,19,0.435941962186969,2.31715226252056,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,5,4,5174,19,0.539928186348858,2.2020331315412,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV1,5,5,1248,19,0.533879853877147,2.3102654474683,
BGLR,M10.G.P.W-Int,AGDD,M10 AGDD,CV2,5,5,5201,19,0.51322867094625,2.20785442781603,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,1,1,1293,19,0.496284307499586,1.73557669052926,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,2,1,1262,19,0.537789428344279,1.70636025667216,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,3,1,1295,19,0.570640238299871,1.75121317985916,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,4,1,1329,19,0.555642005074137,1.72306158676324,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,5,1,1271,19,0.454475686422069,1.68213314106216,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,1,2,1301,19,0.550812317063647,1.71302388600726,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,2,2,1310,19,0.533592043389591,1.69591186589829,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,3,2,1288,19,0.472774609876359,1.70047801073286,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,4,2,1347,19,0.499367087892623,1.81849812008692,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,5,2,1318,19,0.522646291188011,1.6743265207173,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,1,3,1338,19,0.486680063707665,1.8173721826325,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,2,3,1277,19,0.473792425115311,1.69712081811953,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,3,3,1300,19,0.527221302588982,1.62203554528496,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,4,3,1310,19,0.535439518595798,1.6415943771885,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,5,3,1337,19,0.492754105623438,1.70730930275347,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,1,4,1302,19,0.493874946791074,1.73144262808451,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,2,4,1293,19,0.476116854880647,1.76153263376827,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,3,4,1328,19,0.526430066307301,1.78440531667884,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,4,4,1263,19,0.517977010708178,1.83061373202931,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,5,4,1275,19,0.486817514792326,1.78522011186889,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,1,5,1215,19,0.520106277027839,1.7215684594588,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,2,5,1307,19,0.545222922903319,1.82143932263956,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,3,5,1238,19,0.486543767324899,1.77462290652939,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,4,5,1200,19,0.45785318207744,1.72708662114431,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV1,5,5,1248,19,0.577793009585722,1.80957374055999,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,1,1,5156,19,0.604448275775943,1.63952293843723,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,2,1,5187,19,0.581930293014547,1.65738371677274,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,3,1,5154,19,0.612891053666851,1.5838865567755,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,4,1,5120,19,0.640883268397444,1.54418316164973,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,5,1,5178,19,0.592250088899592,1.64693129718772,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,1,2,5148,19,0.586608388405232,1.64737218766401,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,2,2,5139,19,0.605614584586797,1.62568325711944,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,3,2,5161,19,0.618481382014112,1.63150760906746,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,4,2,5102,19,0.608363355748652,1.60787376657089,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,5,2,5131,19,0.600868014255549,1.63766789941934,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,1,3,5111,19,0.566510977018829,1.67104201808567,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,2,3,5172,19,0.613003826290999,1.62553289323929,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,3,3,5149,19,0.616021501303795,1.65752522850689,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,4,3,5139,19,0.590587449445827,1.65763124260377,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,5,3,5112,19,0.529440367865747,1.73378320749366,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,1,4,5147,19,0.544899881181801,1.71837776915051,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,2,4,5156,19,0.614283550198492,1.62678678455007,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,3,4,5121,19,0.576863441580597,1.64400385921943,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,4,4,5186,19,0.631203848606123,1.60173032350294,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,5,4,5174,19,0.537614480229763,1.69518431776302,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,1,5,5234,19,0.648745947488466,1.59846941619549,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,2,5,5142,19,0.551216697942638,1.6714846531926,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,3,5,5211,19,0.619821034490334,1.59988424547548,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,4,5,5249,19,0.651036866609314,1.59950344140363,
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV2,5,5,5201,19,0.594809318533556,1.64730574103339,
TNP,VI-only,DAP,TNP VI,CV1,1,1,1293,19,0.482321372295417,1.72346943161108,
TNP,VI-only,DAP,TNP VI,CV1,2,1,1262,19,0.506688071275547,1.75390166802987,
TNP,VI-only,DAP,TNP VI,CV1,3,1,1295,19,0.565672851106757,1.75729105938421,
TNP,VI-only,DAP,TNP VI,CV1,4,1,1329,19,0.453539486723914,1.81208180471719,
TNP,VI-only,DAP,TNP VI,CV1,5,1,1271,19,0.433840343717984,1.70504073065009,
TNP,VI-only,DAP,TNP VI,CV1,1,2,1301,19,0.501196721098224,1.7405206320246,
TNP,VI-only,DAP,TNP VI,CV1,2,2,1310,19,0.491271507068905,1.7301779462866,
TNP,VI-only,DAP,TNP VI,CV1,3,2,1288,19,0.495156641266847,1.6783354400333,
TNP,VI-only,DAP,TNP VI,CV1,4,2,1347,19,0.503239499013056,1.77465035361074,
TNP,VI-only,DAP,TNP VI,CV1,5,2,1318,19,0.428870866778751,1.74987133394535,
TNP,VI-only,DAP,TNP VI,CV1,1,3,1338,19,0.482367706971369,1.82301277057737,
TNP,VI-only,DAP,TNP VI,CV1,2,3,1277,19,0.464412685478657,1.70445900707336,
TNP,VI-only,DAP,TNP VI,CV1,3,3,1300,19,0.517520384792592,1.60649748597921,
TNP,VI-only,DAP,TNP VI,CV1,4,3,1310,19,0.508604926456036,1.70164133428608,
TNP,VI-only,DAP,TNP VI,CV1,5,3,1337,19,0.511789561013436,1.68696149585082,
TNP,VI-only,DAP,TNP VI,CV1,1,4,1302,19,0.518698684903822,1.72510028731259,
TNP,VI-only,DAP,TNP VI,CV1,2,4,1293,19,0.474447808704212,1.75862400744078,
TNP,VI-only,DAP,TNP VI,CV1,3,4,1328,19,0.448614672659009,1.85724900619547,
TNP,VI-only,DAP,TNP VI,CV1,4,4,1263,19,0.50643040511071,1.73237759708415,
TNP,VI-only,DAP,TNP VI,CV1,5,4,1275,19,0.490583135258803,1.78356136327487,
TNP,VI-only,DAP,TNP VI,CV1,1,5,1215,19,0.50771383393578,1.70167324494956,
TNP,VI-only,DAP,TNP VI,CV1,2,5,1307,19,0.546722908366157,1.80848926480478,
TNP,VI-only,DAP,TNP VI,CV1,3,5,1238,19,0.492689373201201,1.79539074815739,
TNP,VI-only,DAP,TNP VI,CV1,4,5,1200,19,0.435142950432451,1.71639598610537,
TNP,VI-only,DAP,TNP VI,CV1,5,5,1248,19,0.50455865227316,1.88712223957052,
TNP,VI-only,DAP,TNP VI,CV2,1,1,5156,19,0.609449731366652,1.61490843961699,
TNP,VI-only,DAP,TNP VI,CV2,2,1,5187,19,0.526002877766633,1.71965441909271,
TNP,VI-only,DAP,TNP VI,CV2,3,1,5154,19,0.564657384696133,1.63845230067428,
TNP,VI-only,DAP,TNP VI,CV2,4,1,5120,19,0.478697576297351,1.72281590875794,
TNP,VI-only,DAP,TNP VI,CV2,5,1,5178,19,0.524109776291847,1.73255151690632,
TNP,VI-only,DAP,TNP VI,CV2,1,2,5148,19,0.490192699447676,1.73651094483782,
TNP,VI-only,DAP,TNP VI,CV2,2,2,5139,19,0.568186236134241,1.68301734157606,
TNP,VI-only,DAP,TNP VI,CV2,3,2,5161,19,0.60658725991417,1.62915395758257,
TNP,VI-only,DAP,TNP VI,CV2,4,2,5102,19,0.539940110153506,1.6872218563911,
TNP,VI-only,DAP,TNP VI,CV2,5,2,5131,19,0.533302588616561,1.71364957369072,
TNP,VI-only,DAP,TNP VI,CV2,1,3,5111,19,0.560929003102466,1.652822123175,
TNP,VI-only,DAP,TNP VI,CV2,2,3,5172,19,0.575004566919678,1.67177436881737,
TNP,VI-only,DAP,TNP VI,CV2,3,3,5149,19,0.563312101530596,1.70968590123853,
TNP,VI-only,DAP,TNP VI,CV2,4,3,5139,19,0.565135477067964,1.69471515812388,
TNP,VI-only,DAP,TNP VI,CV2,5,3,5112,19,0.552079164254425,1.69941210321792,
TNP,VI-only,DAP,TNP VI,CV2,1,4,5147,19,0.525791036747189,1.73110019650832,
TNP,VI-only,DAP,TNP VI,CV2,2,4,5156,19,0.571978549021671,1.70281121926093,
TNP,VI-only,DAP,TNP VI,CV2,3,4,5121,19,0.546421678487702,1.68070866937584,
TNP,VI-only,DAP,TNP VI,CV2,4,4,5186,19,0.569234216163109,1.65881472780179,
TNP,VI-only,DAP,TNP VI,CV2,5,4,5174,19,0.512662109746547,1.72434122951086,
TNP,VI-only,DAP,TNP VI,CV2,1,5,5234,19,0.578029387547665,1.6566823775396,
TNP,VI-only,DAP,TNP VI,CV2,2,5,5142,19,0.587124407768829,1.61295057947733,
TNP,VI-only,DAP,TNP VI,CV2,3,5,5211,19,0.523480411636556,1.72298897036263,
TNP,VI-only,DAP,TNP VI,CV2,4,5,5249,19,0.575479111842352,1.66575047072039,
TNP,VI-only,DAP,TNP VI,CV2,5,5,5201,19,0.467607080088799,1.7311816950407,
TNP,VI+genomic,DAP,TNP VI+G,CV1,1,1,1293,19,0.4821441628244,1.75923876234008,
TNP,VI+genomic,DAP,TNP VI+G,CV1,2,1,1262,19,0.50198657817243,1.76543613962163,
TNP,VI+genomic,DAP,TNP VI+G,CV1,3,1,1295,19,0.541341898883689,1.79732108177218,
TNP,VI+genomic,DAP,TNP VI+G,CV1,4,1,1329,19,0.547732674317684,1.73776821975592,
TNP,VI+genomic,DAP,TNP VI+G,CV1,5,1,1271,19,0.467079294973144,1.69467701131595,
TNP,VI+genomic,DAP,TNP VI+G,CV1,1,2,1301,19,0.540095178663056,1.71287183691322,
TNP,VI+genomic,DAP,TNP VI+G,CV1,2,2,1310,19,0.524557263303749,1.7122020059614,
TNP,VI+genomic,DAP,TNP VI+G,CV1,3,2,1288,19,0.473821443338013,1.70969654125845,
TNP,VI+genomic,DAP,TNP VI+G,CV1,4,2,1347,19,0.498312763937216,1.78051073490536,
TNP,VI+genomic,DAP,TNP VI+G,CV1,5,2,1318,19,0.484408112344501,1.72050911191497,
