Method,Model,Time_Domain,Series,CV,Seed,Fold,Environment,N,Correlation,RMSE
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,1,WIH2.2020,129,0.0172132305887894,2.97240883902994
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,1,WIH2.2021,524,0.404823665551088,3.46530650489077
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,1,WIH2.2021,131,0.402281755302592,3.45931396280931
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,1,WIH3.2020,189,0.172169509275197,2.45029034881517
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,1,WIH3.2020,45,0.289716071202856,2.39619264020458
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,1,WIH3.2021,188,0.562149814273299,1.58556770589565
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,1,WIH3.2021,45,0.43734985166962,1.51446358837853
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,DEH1.2020,521,0.71742191036109,1.93243552326558
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,DEH1.2020,134,0.635823903818633,1.88704086994508
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,IAH4.2021,513,0.531902308337939,1.58046274485342
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,IAH4.2021,132,0.533977580127985,1.55718498443368
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,MIH1.2020,187,0.507112208577592,3.22338177454017
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,MIH1.2020,47,0.525079605087667,3.39344955511521
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,MNH1.2020,184,0.464415985507367,2.74789358781522
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,MNH1.2020,47,0.599409246122874,2.27234722135092
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,MNH1.2021,189,0.417279706098401,1.79371529376065
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,MNH1.2021,47,0.444141884176357,1.7998856550931
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,MOH1.2020,456,0.225795131851144,2.2255783003833
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,MOH1.2020,119,0.254231699759414,2.27827201927278
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,NEH1.2021,186,0.381545475970847,2.81646716769318
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,NEH1.2021,47,0.376495038565448,3.36711057764729
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH1.2020,186,0.693588054763422,1.29355900508258
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH1.2020,47,0.727493793646508,1.32077228163786
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH1.2021,186,0.0808235854889781,2.89005180759167
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH1.2021,47,0.0348356730516825,3.1413282285378
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH2.2020,186,0.512502387544619,1.87804574023624
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH2.2020,47,0.495034833784913,1.85517516339847
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH2.2021,186,0.196906159963574,2.93890720436737
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH2.2021,47,0.3296899061922,2.72689174434393
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH3.2020,189,-0.119478165010685,1.71913029271493
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH3.2020,47,0.148998104532699,1.380013301753
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,TXH3.2021,186,0.429843642764707,4.4681974615082
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,TXH3.2021,47,0.592575659388072,4.54810020806411
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH1.2020,184,0.482124648809332,1.87444650244772
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH1.2020,47,0.487882075662645,1.97231783248656
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH1.2021,186,0.403071010394682,3.56538403168179
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH1.2021,47,0.377935456019196,3.3836628082219
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH2.2020,520,0.16998488926937,2.87950052884351
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH2.2020,133,0.180541231694204,2.61481021724431
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH2.2021,521,0.42821057085013,3.43316971542538
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH2.2021,134,0.275619855111851,3.60366337464422
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH3.2020,187,0.195805749544551,2.41540590029011
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH3.2020,47,-0.111681471452722,2.67847161139821
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,2,WIH3.2021,186,0.516196114297437,1.57265676947146
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,2,WIH3.2021,47,0.562012091946414,1.6222049767246
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,DEH1.2020,522,0.699445842928867,1.93667159074
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,DEH1.2020,133,0.684928490640109,1.84494923082775
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,IAH4.2021,514,0.53200833522702,1.61248820976099
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,IAH4.2021,131,0.486881296640566,1.52825904546629
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,MIH1.2020,189,0.511984449290872,3.26088565156371
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,MIH1.2020,45,0.513340045946007,3.21128298231613
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,MNH1.2020,186,0.565601210793738,2.61867915787613
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,MNH1.2020,45,0.239571672643872,2.71476881394863
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,MNH1.2021,191,0.441915535951396,1.82184749318435
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,MNH1.2021,45,0.337693318383874,1.74982727476212
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,MOH1.2020,458,0.219668529342114,2.2252941500011
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,MOH1.2020,117,0.286646555253624,2.22175221768918
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,NEH1.2021,188,0.359778856459468,2.92426459740062
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,NEH1.2021,45,0.26055295365211,3.09170922636366
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH1.2020,188,0.726826493094396,1.29004413634126
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH1.2020,45,0.628348452257033,1.22911911115148
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH1.2021,188,0.0554156648150925,2.91327658068261
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH1.2021,45,-0.0946131012066829,2.99006406839761
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH2.2020,188,0.505254137414801,1.91979366658828
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH2.2020,45,0.485269546790405,1.69218102496188
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH2.2021,188,0.306278635755987,2.91087243116561
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH2.2021,45,-0.0319988312964137,2.65971329179158
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH3.2020,191,-0.0827867752350539,1.71174604539326
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH3.2020,45,0.0789840068310168,1.41227465097245
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,TXH3.2021,188,0.472201040211543,4.53336994734377
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,TXH3.2021,45,0.25153753455876,4.51396478497361
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH1.2020,186,0.524956606839896,1.9044947452223
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH1.2020,45,0.326908489668784,1.70255403539228
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH1.2021,188,0.387548461999259,3.51356600209228
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH1.2021,45,0.317781436794301,3.65066015456788
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH2.2020,520,0.16431933200427,2.82554948610095
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH2.2020,133,0.266660564113096,2.84036945534943
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH2.2021,522,0.432758322126291,3.44593686781599
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH2.2021,133,0.286863304297399,3.58871023855629
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH3.2020,189,0.192148513748096,2.49560463915612
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH3.2020,45,-0.0217044605003144,2.3060874774134
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,3,WIH3.2021,188,0.591497875934682,1.53253649978081
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,3,WIH3.2021,45,0.292723666120179,1.64377656506055
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,DEH1.2020,522,0.702339624109666,1.91673459163079
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,DEH1.2020,133,0.672184159063888,1.85771072118632
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,IAH4.2021,514,0.518001838225007,1.61883733615138
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,IAH4.2021,131,0.537500022243803,1.54015021082895
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,MIH1.2020,188,0.517474824369522,3.2612276184863
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,MIH1.2020,46,0.476405738008533,3.27757814488343
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,MNH1.2020,185,0.524897357225113,2.60445587174871
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,MNH1.2020,46,0.340980780099929,2.51898156349506
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,MNH1.2021,189,0.442014372912478,1.81994451258211
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,MNH1.2021,47,0.352714195835994,1.60407677889616
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,MOH1.2020,463,0.29666214611579,2.19741028660102
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,MOH1.2020,112,0.0909188517851905,2.32289705086597
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,NEH1.2021,186,0.359315811118395,3.01528273286091
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,NEH1.2021,47,0.289857515570854,2.71624908313553
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH1.2020,186,0.714543371831628,1.32348090970351
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH1.2020,47,0.674546226413367,1.1179538091439
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH1.2021,186,0.0864464771399441,2.95904425044337
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH1.2021,47,-0.0984091374444946,2.64234161001365
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH2.2020,186,0.534867743265401,1.83767208466443
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH2.2020,47,0.404500893742549,2.04182112798445
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH2.2021,186,0.330087105386788,2.85605627926417
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH2.2021,47,0.149678683117228,2.65291707118702
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH3.2020,189,-0.0390189169551205,1.62931825112745
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH3.2020,47,-0.237734305247937,1.84025120128852
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,TXH3.2021,186,0.430889529317353,4.58864762095908
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,TXH3.2021,47,0.457567579732838,4.40340336243005
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH1.2020,185,0.5528215050778,1.79362339477426
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH1.2020,46,0.264001119794213,2.19889021973839
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH1.2021,186,0.403988832614448,3.51789453413566
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH1.2021,47,0.229556686258727,3.60601254012152
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH2.2020,520,0.180880785352619,2.84571048539421
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH2.2020,133,0.0726011857700952,2.85268359488199
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH2.2021,525,0.39059101877362,3.48359046894488
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH2.2021,130,0.397482071069841,3.48140217674126
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH3.2020,188,0.198085936772094,2.46521810903974
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH3.2020,46,0.0899404169576541,2.38101078593631
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,4,WIH3.2021,186,0.590022273354922,1.47452015549458
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,4,WIH3.2021,47,0.468189743894638,1.79582232781224
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,DEH1.2020,529,0.695286854587961,1.90106922367195
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,DEH1.2020,126,0.715186197444844,1.98681097197407
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,IAH4.2021,521,0.540063433426671,1.53527912105298
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,IAH4.2021,124,0.454817272137225,1.82293639022309
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,MIH1.2020,183,0.50734287633258,3.25530338812584
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,MIH1.2020,51,0.383845053838915,3.30185326896845
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,MNH1.2020,183,0.364876525389743,2.57466298105956
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,MNH1.2020,48,0.682864956600674,2.76922450444587
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,MNH1.2021,184,0.466228169756841,1.66061535185633
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,MNH1.2021,52,0.32540187320424,2.17145341258729
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,MOH1.2020,464,0.251924245435808,2.26679609189706
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,MOH1.2020,111,0.19464458187716,2.0809587309117
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,NEH1.2021,184,0.417379067551556,2.95825636004335
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,NEH1.2021,49,0.213684870990391,2.89024937065699
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH1.2020,184,0.648524769519741,1.30239522124377
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH1.2020,49,0.823797240173528,1.27781835417713
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH1.2021,184,0.094400898179004,2.88900731549908
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH1.2021,49,-0.0164107658431786,2.75629620948023
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH2.2020,184,0.490724789456411,1.9424334469857
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH2.2020,49,0.476426106327307,1.65300105365264
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH2.2021,184,0.21027843140992,2.83485338525128
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH2.2021,49,0.408160839130517,2.77921566121558
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH3.2020,184,-0.052729020600522,1.62405196158359
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH3.2020,52,-0.0701254786605045,1.71342343835779
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,TXH3.2021,184,0.478629427148393,4.46866820075187
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,TXH3.2021,49,0.392854863272802,4.6610461939166
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH1.2020,183,0.485860631774768,1.80941689931715
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH1.2020,48,0.579676868894999,2.04986141855245
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH1.2021,184,0.402515783328747,3.4329658072779
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH1.2021,49,0.365646736300404,3.87509999554653
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH2.2020,528,0.195815017583971,2.77804229642216
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH2.2020,125,0.106295919292444,3.01410428438348
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH2.2021,528,0.394133201600037,3.49660881997955
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH2.2021,127,0.458069952713365,3.38055051928909
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH3.2020,183,0.17016022408195,2.39372306191246
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH3.2020,51,0.128436397866748,2.67441841169328
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,2,5,WIH3.2021,184,0.503793213195643,1.60838301207768
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,2,5,WIH3.2021,49,0.677587711944471,1.43392850506997
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,DEH1.2020,525,0.685930167489517,1.93284841403107
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,DEH1.2020,130,0.745847887942195,1.83828342153983
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,IAH4.2021,516,0.508241972492507,1.5948371018738
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,IAH4.2021,129,0.579059226771751,1.56820796320799
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,MIH1.2020,187,0.514061549418415,3.26247751424596
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,MIH1.2020,47,0.492119875525063,3.25782374155701
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,MNH1.2020,184,0.484479779890772,2.57783439748662
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,MNH1.2020,47,0.499179911887395,2.83775468709909
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,MNH1.2021,189,0.37068755043534,1.81668363898287
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,MNH1.2021,47,0.512412061252929,1.74210459711596
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,MOH1.2020,456,0.254670161691269,2.2287399295623
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,MOH1.2020,119,0.177606644889159,2.18875393578846
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,NEH1.2021,186,0.332020132675112,2.90433218295091
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,NEH1.2021,47,0.40669721816503,3.14367025150322
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH1.2020,186,0.677602878399194,1.250004172271
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH1.2020,47,0.738344833083673,1.52411303226693
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH1.2021,186,-0.00559879504331031,3.01576502805212
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH1.2021,47,0.216066823500628,2.63761052167469
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH2.2020,186,0.441055793194469,1.8802493619734
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH2.2020,47,0.54131077257363,2.0371775214475
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH2.2021,186,0.227561131359431,2.87822242756985
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH2.2021,47,0.317656654130515,2.80213099695584
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH3.2020,189,-0.0449192111178071,1.62255396607313
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH3.2020,47,-0.13383207441566,1.62080225411336
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,TXH3.2021,186,0.437893708634967,4.50842548985832
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,TXH3.2021,47,0.391599181772719,4.55456013753657
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH1.2020,184,0.465791469541572,1.86102954740051
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH1.2020,47,0.648238288312733,1.93130468867863
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH1.2021,186,0.389284771819073,3.48597746002205
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH1.2021,47,0.334532801828883,3.71523465377537
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH2.2020,524,0.207663354689832,2.77989190297444
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH2.2020,129,0.0367359561578029,3.03234989974903
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH2.2021,525,0.407480818927738,3.44617408460615
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH2.2021,130,0.322043672030757,3.57442830025974
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH3.2020,187,0.18986371545866,2.36093375676687
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH3.2020,47,-0.0330218625803714,2.85284768801731
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,1,WIH3.2021,186,0.501237540264594,1.57041203062614
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,1,WIH3.2021,47,0.652776860571181,1.66716192800902
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,DEH1.2020,521,0.691782162242486,1.91490731482762
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,DEH1.2020,134,0.699165404368882,1.93045359349199
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,IAH4.2021,514,0.550805092946062,1.59753309629486
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,IAH4.2021,131,0.452414846388244,1.58578344017341
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,MIH1.2020,188,0.511531865169662,3.29373408300929
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,MIH1.2020,46,0.443274101457953,3.09750886863836
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,MNH1.2020,185,0.533168375776542,2.61317243213989
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,MNH1.2020,46,0.415330172126795,2.4751806301402
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,MNH1.2021,190,0.470372955160639,1.73821320569632
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,MNH1.2021,46,0.294613900407679,1.98989843047667
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,MOH1.2020,463,0.244578354875194,2.25859808130258
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,MOH1.2020,112,0.225196733338962,2.16505965691923
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,NEH1.2021,187,0.360525034914404,3.04230696919575
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,NEH1.2021,46,0.3703604837088,2.52676586551562
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH1.2020,187,0.720438785813963,1.34100147383306
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH1.2020,46,0.497544516574038,1.10368782892177
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH1.2021,187,0.0948811583778141,2.81771307514916
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH1.2021,46,-0.0434870829098737,3.20139821155343
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH2.2020,187,0.536496377965329,1.87416528594136
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH2.2020,46,0.328895146971419,1.90781374694744
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH2.2021,187,0.217774352117844,2.89392383442122
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH2.2021,46,0.397253436956961,2.7871736895164
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH3.2020,190,-0.11759514364032,1.7184387094291
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH3.2020,46,0.217557726235305,1.41899003781673
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,TXH3.2021,187,0.483040751210867,4.46802052090357
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV00,3,2,TXH3.2021,46,0.156292654753554,4.57324117360365
BGLR,M10.G.P.W-Int,DAP,M10 DAP,CV0,3,2,WIH1.2020,185,0.496843055278445,1.90100260910115
